galaxy,r_kpc,g_bar,g_obs,log_g_bar,log_g_obs
D0044,13.473684210526317,8.261238768580594e-08,8.150325369733723e-08,-7.082954825558407,-7.0888250534122506
D0044,14.23684210526316,7.81839972183598e-08,8.054314519221267e-08,-7.106882129689145,-7.093971415292875
D0044,15.0,7.420621490374149e-08,7.161203814536308e-08,-7.129559720255068,-7.145013965671876
D0045,0.5,2.3323626162869653e-06,2.3462504192461238e-06,-5.632203928179821,-5.629625636767502
D0045,1.263157894736842,9.232268689469238e-07,9.2033343349837e-07,-6.0346915646025785,-6.036054800813698
D0045,2.026315789473684,5.755180481747057e-07,5.691797162151991e-07,-6.239941052399473,-6.244750585208931
D0045,2.7894736842105265,4.1806499725898434e-07,4.3660077701526337e-07,-6.378756192491762,-6.359915495715425
D0045,3.5526315789473686,3.2825844229223956e-07,3.197596445896167e-07,-6.483784095721997,-6.495176347462657
D0045,4.315789473684211,2.702127421308069e-07,2.863309397120199e-07,-6.56829417527469,-6.543131721415335
D0045,5.078947368421053,2.2961082751011576e-07,2.265191460722825e-07,-6.639007636234766,-6.644895084237786
D0045,5.842105263157895,1.996166203128484e-07,1.9038938846836883e-07,-6.699803301677631,-6.720357261088414
D0045,6.605263157894737,1.7655334545598543e-07,1.758181160818221e-07,-6.75312404870803,-6.754936377788894
D0045,7.36842105263158,1.5826746324804405e-07,1.5193472466729152e-07,-6.800608358569211,-6.818342956829054
D0045,8.131578947368421,1.4341388255486197e-07,1.3912142815908905e-07,-6.843408806651826,-6.8566059727072695
D0045,8.894736842105264,1.3110914115222587e-07,1.3192035376395039e-07,-6.882367027504646,-6.8796881927370555
D0045,9.657894736842106,1.2074901828188648e-07,1.221042945311442e-07,-6.918116391479081,-6.913269061211716
D0045,10.421052631578949,1.1190628714508166e-07,1.0900910859278308e-07,-6.951145513152504,-6.962537211726267
D0045,11.18421052631579,1.0427032872812316e-07,1.0687764497791128e-07,-6.981839257277303,-6.971113124333033
D0045,11.947368421052632,9.760988922786858e-08,1.0058305806918791e-07,-7.0105061800840955,-6.99747516447584
D0045,12.710526315789474,9.174925405683713e-08,9.536697922817685e-08,-7.0373974579785035,-7.020601973529045
D0045,13.473684210526317,8.655251896377409e-08,8.745195082925583e-08,-7.062720288202822,-7.058230498078603
D0045,14.23684210526316,8.191291998050341e-08,8.495041089965681e-08,-7.086647592333561,-7.0708345161354655
D0045,15.0,7.774542054289885e-08,7.270873540647315e-08,-7.109325182899483,-7.138413408798118
D0046,0.5,2.3955923178003555e-06,2.3536911010836384e-06,-5.620587088283715,-5.628250534652141
D0046,1.263157894736842,9.482552924626408e-07,9.156315012531398e-07,-6.023074724706473,-6.03827927433621
D0046,2.026315789473684,5.911201823143734e-07,5.888020108804003e-07,-6.2283242125033675,-6.2300307154627275
D0046,2.7894736842105265,4.293986230019505e-07,4.1852680791024504e-07,-6.367139352595656,-6.378276718902231
D0046,3.5526315789473686,3.3715743732004997e-07,3.32844863108976e-07,-6.472167255825892,-6.4777581412529175
D0046,4.315789473684211,2.7753813437930944e-07,2.919000750570238e-07,-6.556677335378583,-6.534765793340704
D0046,5.078947368421053,2.358355131513303e-07,2.327928976911723e-07,-6.627390796338659,-6.633030273766929
D0046,5.842105263157895,2.0502817134327367e-07,2.0610962312370436e-07,-6.688186461781524,-6.685901730821669
D0046,6.605263157894737,1.8133965752273604e-07,1.7864858179969025e-07,-6.741507208811924,-6.74800042709106
D0046,7.36842105263158,1.6255805013645268e-07,1.617003076368764e-07,-6.788991518673105,-6.791289153842079
D0046,8.131578947368421,1.4730179300390535e-07,1.4620516266674612e-07,-6.83179196675572,-6.835037291686684
D0046,8.894736842105264,1.3466347348581878e-07,1.3551932605031302e-07,-6.87075018760854,-6.867998766793164
D0046,9.657894736842106,1.2402249056732083e-07,1.2761024310403597e-07,-6.906499551582975,-6.894114463976791
D0046,10.421052631578949,1.1494003545001703e-07,1.2002572992927155e-07,-6.939528673256398,-6.9207256442149445
D0046,11.18421052631579,1.0709706832519236e-07,1.0731314553903125e-07,-6.970222417381197,-6.969347075001628
D0046,11.947368421052632,1.00256066163451e-07,1.0133700721424191e-07,-6.99888934018799,-6.994231925874565
D0046,12.710526315789474,9.423655080374069e-08,9.017592350828677e-08,-7.025780618082398,-7.044909401296827
D0046,13.473684210526317,8.889893366837257e-08,8.797775737418472e-08,-7.0511034483067165,-7.055627112743675
D0046,14.23684210526316,8.413355644770195e-08,8.596910277988383e-08,-7.075030752437455,-7.065657605770513
D0046,15.0,7.985307726001185e-08,8.140811448133151e-08,-7.097708343003377,-7.089332303970429
D0047,0.5,2.429319999068925e-06,2.4538615792386795e-06,-5.614515274541773,-5.610149939191869
D0047,1.263157894736842,9.616058329647828e-07,9.916366030136642e-07,-6.017002910964531,-6.003647451051585
D0047,2.026315789473684,5.994425971728517e-07,6.107218044462282e-07,-6.222252398761426,-6.214156574221211
D0047,2.7894736842105265,4.354441507765054e-07,4.533552611810609e-07,-6.361067538853714,-6.343561339923804
D0047,3.5526315789473686,3.4190429616525616e-07,3.4618679774308626e-07,-6.46609544208395,-6.4606894984960235
D0047,4.315789473684211,2.814456096482291e-07,2.793372914850978e-07,-6.5506055216366414,-6.553871082182617
D0047,5.078947368421053,2.3915585483061954e-07,2.424981827609303e-07,-6.621318982596717,-6.615291511576594
D0047,5.842105263157895,2.079147746950882e-07,1.9015874451217703e-07,-6.682114648039582,-6.720883698619136
D0047,6.605263157894737,1.8389274893350427e-07,1.867328263389253e-07,-6.735435395069982,-6.728779329374416
D0047,7.36842105263158,1.648467142225342e-07,1.4728192732903123e-07,-6.782919704931163,-6.831850541295959
D0047,8.131578947368421,1.4937566337317015e-07,1.4201556287818295e-07,-6.825720153013779,-6.847664060534085
D0047,8.894736842105264,1.365594082316851e-07,1.3896238675770548e-07,-6.864678373866599,-6.857102735243173
D0047,9.657894736842106,1.2576861030602062e-07,1.28083017828695e-07,-6.900427737841033,-6.892508448336498
D0047,10.421052631578949,1.1655828278361004e-07,1.1280008623060117e-07,-6.933456859514457,-6.947690568353918
D0047,11.18421052631579,1.0860489407602253e-07,1.0659953506132002e-07,-6.964150603639255,-6.972244689500286
D0047,11.947368421052632,1.0166757705354532e-07,1.0639748245171841e-07,-6.992817526446048,-6.973068648077266
D0047,12.710526315789474,9.556331259277344e-08,9.446916967490313e-08,-7.019708804340456,-7.024709901804718
D0047,13.473684210526317,9.015054684044838e-08,9.685454500650928e-08,-7.045031634564775,-7.013879994718402
D0047,14.23684210526316,8.53180776013116e-08,8.561346197031489e-08,-7.068958938695514,-7.067457940933281
D0047,15.0,8.09773333022975e-08,8.229158036666655e-08,-7.091636529261436,-7.084644597197838
D0048,0.5,2.4890014454931437e-06,2.624200175626179e-06,-5.603974851173844,-5.581003039778831
D0048,1.263157894736842,9.852297388410362e-07,9.932325694335252e-07,-6.006462487596602,-6.002949047783055
D0048,2.026315789473684,6.141691878489575e-07,5.979437733393264e-07,-6.211711975393497,-6.223339652259963
D0048,2.7894736842105265,4.4614176853178984e-07,4.4646971085399964e-07,-6.350527115485785,-6.350207998937062
D0048,3.5526315789473686,3.5030390714347943e-07,3.5135709522251337e-07,-6.455555018716021,-6.454251271997625
D0048,4.315789473684211,2.8835992356323007e-07,2.7759369454028006e-07,-6.5400650982687125,-6.556590402977497
D0048,5.078947368421053,2.450312303853354e-07,2.4411603251406477e-07,-6.610778559228788,-6.612403697011572
D0048,5.842105263157895,2.1302264623589968e-07,2.090725297585909e-07,-6.671574224671653,-6.6797030258049235
D0048,6.605263157894737,1.8841046798553674e-07,1.945637749300427e-07,-6.724894971702053,-6.71093801613586
D0048,7.36842105263158,1.688965266584633e-07,1.6976819611913083e-07,-6.772379281563234,-6.7701436659392815
D0048,8.131578947368421,1.5304539632482113e-07,1.5234767939822898e-07,-6.81517972964585,-6.81716415668397
D0048,8.894736842105264,1.399142824389637e-07,1.4003232294660667e-07,-6.85413795049867,-6.853771706771028
D0048,9.657894736842106,1.2885838546149788e-07,1.3027015734054528e-07,-6.889887314473104,-6.885155062312953
D0048,10.421052631578949,1.1942178652618617e-07,1.2218189682573078e-07,-6.922916436146528,-6.91299313690123
D0048,11.18421052631579,1.1127300579851702e-07,1.0834218971209605e-07,-6.953610180271327,-6.965202391101871
D0048,11.947368421052632,1.041652587320919e-07,1.0128991171384171e-07,-6.982277103078119,-6.994433807405635
D0048,12.710526315789474,9.791102994693525e-08,1.0165879061842139e-07,-7.009168380972527,-6.992855061177386
D0048,13.473684210526317,9.236528801634712e-08,9.157905537498422e-08,-7.034491211196846,-7.038203840471431
D0048,14.23684210526316,8.741409882508267e-08,8.401363814757839e-08,-7.058418515327585,-7.075650208087343
D0048,15.0,8.296671484977144e-08,8.444032459076436e-08,-7.081096105893507,-7.073450105922092
D0049,0.5,2.5868288349785405e-06,2.597240049247531e-06,-5.587232306684921,-5.585487908959182
D0049,1.263157894736842,1.023953080512339e-06,9.67545016319399e-07,-5.98971994310768,-6.014328819710291
D0049,2.026315789473684,6.383084138258738e-07,6.363924793424689e-07,-6.194969430904575,-6.196274961331184
D0049,2.7894736842105265,4.636768666470969e-07,4.693492052200192e-07,-6.333784570996863,-6.328503913217007
D0049,3.5526315789473686,3.640722064043872e-07,3.645632035604962e-07,-6.438812474227099,-6.438227168092129
D0049,4.315789473684211,2.996935845401968e-07,3.024223862293158e-07,-6.52332255377979,-6.519386064176057
D0049,5.078947368421053,2.546619060341568e-07,2.415739718552401e-07,-6.594036014739866,-6.616949860152661
D0049,5.842105263157895,2.2139526065131656e-07,2.2140551730876975e-07,-6.654831680182731,-6.654811560932914
D0049,6.605263157894737,1.958157285441923e-07,1.92115859895114e-07,-6.708152427213131,-6.7164367809966405
D0049,7.36842105263158,1.7553481380211524e-07,1.7127859969867932e-07,-6.755636737074312,-6.7662968963069305
D0049,8.131578947368421,1.5906067270094586e-07,1.6165589442518758e-07,-6.798437185156927,-6.7914084551745315
D0049,8.894736842105264,1.454134552206872e-07,1.5047821031275823e-07,-6.8373954060097475,-6.822526382635212
D0049,9.657894736842106,1.339230187046111e-07,1.398798158857775e-07,-6.873144769984182,-6.854244947994502
D0049,10.421052631578949,1.2411552491058654e-07,1.27815572845293e-07,-6.9061738916576045,-6.893416229207722
D0049,11.18421052631579,1.1564646556374653e-07,1.1412592270576725e-07,-6.936867635782404,-6.942615698181385
D0049,11.947368421052632,1.0825935652993892e-07,1.0833487573747605e-07,-6.965534558589196,-6.965231710483808
D0049,12.710526315789474,1.0175931234905232e-07,1.031002529209145e-07,-6.992425836483605,-6.98674026932344
D0049,13.473684210526317,9.599560129803178e-08,9.539593591080091e-08,-7.017748666707924,-7.020470126858896
D0049,14.23684210526316,9.084981120996721e-08,9.030836709094381e-08,-7.041675970838662,-7.04427201033892
D0049,15.0,8.622762783261801e-08,8.751236346873124e-08,-7.064353561404584,-7.057930586898323
D0050,0.5,2.613400532494899e-06,2.6195075778283494e-06,-5.582794024745744,-5.5817803408677715
D0050,1.263157894736842,1.0344710441125643e-06,1.0162577054177646e-06,-5.985281661168502,-5.99299614849974
D0050,2.026315789473684,6.448650664597803e-07,6.395380399295238e-07,-6.1905311489653965,-6.194133618440759
D0050,2.7894736842105265,4.6843971808870824e-07,4.792987238989714e-07,-6.3293462890576855,-6.319393727286895
D0050,3.5526315789473686,3.6781192679557835e-07,3.693569924517176e-07,-6.434374192287921,-6.432553674754676
D0050,4.315789473684211,3.0277201291099436e-07,3.0710874506814073e-07,-6.518884271840613,-6.512707816638133
D0050,5.078947368421053,2.572777726290315e-07,2.6352311705868186e-07,-6.589597732800689,-6.57918128113205
D0050,5.842105263157895,2.2366941494325712e-07,2.2208560683128993e-07,-6.650393398243553,-6.653479586774805
D0050,6.605263157894737,1.978271319418449e-07,2.031451617384936e-07,-6.703714145273953,-6.6921935167059985
D0050,7.36842105263158,1.7733789327643956e-07,1.8008421143025423e-07,-6.751198455135134,-6.744524361524119
D0050,8.131578947368421,1.606945311242818e-07,1.5546855280451705e-07,-6.79399890321775,-6.808357444094616
D0050,8.894736842105264,1.4690713052486116e-07,1.5392351772559308e-07,-6.832957124070569,-6.8126950199466165
D0050,9.657894736842106,1.3529866517003565e-07,1.3383389545723484e-07,-6.868706488045004,-6.873433880994408
D0050,10.421052631578949,1.2539042958940172e-07,1.1976865955952148e-07,-6.901735609718427,-6.921656811003721
D0050,11.18421052631579,1.1683437674683076e-07,1.1368735889732172e-07,-6.932429353843227,-6.944287822615224
D0050,11.947368421052632,1.0937138792379533e-07,1.0650277062026801e-07,-6.961096276650019,-6.972639094108413
D0050,12.710526315789474,1.0280457581242872e-07,1.0338787275466092e-07,-6.987987554544427,-6.985530400358257
D0050,13.473684210526317,9.698166038555288e-08,9.658677166603905e-08,-7.0133103847687455,-7.015082349628373
D0050,14.23684210526316,9.178301315601308e-08,9.123699738693583e-08,-7.037237688899484,-7.0398290158081736
D0050,15.0,8.71133510831633e-08,8.909533848319426e-08,-7.059915279465406,-7.0501450178933815
D0051,0.5,2.6911782776180342e-06,2.71474080027993e-06,-5.570057531362523,-5.566271629935883
D0051,1.263157894736842,1.0652580682238053e-06,1.0738343667897855e-06,-5.972545167785282,-5.969062701072792
D0051,2.026315789473684,6.640569775940603e-07,6.712456155652885e-07,-6.1777946555821766,-6.173118538003033
D0051,2.7894736842105265,4.823810120258741e-07,4.905535844924045e-07,-6.316609795674465,-6.309313546534147
D0051,3.5526315789473686,3.7875842425735295e-07,3.551472836707942e-07,-6.421637698904701,-6.449591502662478
D0051,4.315789473684211,3.1178284923623565e-07,3.080518985042442e-07,-6.506147778457392,-6.511376110333073
D0051,5.078947368421053,2.649346490919308e-07,2.4787355117343293e-07,-6.576861239417468,-6.605769811240386
D0051,5.842105263157895,2.303260688051471e-07,2.3027778851804479e-07,-6.637656904860333,-6.63774794996131
D0051,6.605263157894737,2.0371469033762011e-07,2.0342799092390384e-07,-6.690977651890733,-6.691589290019834
D0051,7.36842105263158,1.8261566883836657e-07,1.880453123577468e-07,-6.738461961751914,-6.725737488311979
D0051,8.131578947368421,1.6547698147165908e-07,1.7110039046723592e-07,-6.781262409834529,-6.766748999356781
D0051,8.894736842105264,1.51279252292138e-07,1.519910078928062e-07,-6.820220630687349,-6.818182105068736
D0051,9.657894736842106,1.3932530592572928e-07,1.3710434861113075e-07,-6.855969994661784,-6.862948770244278
D0051,10.421052631578949,1.2912219008773394e-07,1.3080810613361418e-07,-6.8889991163352065,-6.88336534209726
D0051,11.18421052631579,1.2031149946998272e-07,1.1829681558993491e-07,-6.919692860460006,-6.92702694590743
D0051,11.947368421052632,1.1262640368886047e-07,1.124786367856798e-07,-6.948359783266798,-6.948929955838161
D0051,12.710526315789474,1.0586415584832846e-07,1.0882397309571254e-07,-6.975251061161207,-6.963275422318689
D0051,13.473684210526317,9.986794389598173e-08,9.810856650337545e-08,-7.0005738913855255,-7.008293069860471
D0051,14.23684210526316,9.451457906606774e-08,9.664855261732518e-08,-7.0245011955162635,-7.014804645463836
D0051,15.0,8.97059425872678e-08,9.138902482377629e-08,-7.047178786082186,-7.039105956833668
D0052,0.5,2.756191703858744e-06,2.676151804584324e-06,-5.559690578842583,-5.572489254871559
D0052,1.263157894736842,1.0909925494440862e-06,1.1204971990349763e-06,-5.962178215265342,-5.950589224756028
D0052,2.026315789473684,6.800992516015083e-07,6.929812225713861e-07,-6.167427703062237,-6.15927853312862
D0052,2.7894736842105265,4.940343620124163e-07,4.947719768795682e-07,-6.306242843154525,-6.305594906114897
D0052,3.5526315789473686,3.8790846202456397e-07,3.787871793481137e-07,-6.411270746384761,-6.421604728804444
D0052,4.315789473684211,3.193148925202203e-07,3.109176782911637e-07,-6.4957808259374525,-6.507354583952209
D0052,5.078947368421053,2.7133493457676754e-07,2.6671034050450394e-07,-6.5664942868975285,-6.573960146151184
D0052,5.842105263157895,2.358902809608835e-07,2.392789609309798e-07,-6.627289952340393,-6.621095485896672
D0052,6.605263157894737,2.0863602539169773e-07,2.0257224339645907e-07,-6.680610699370793,-6.693420062260919
D0052,7.36842105263158,1.8702729419041476e-07,1.8913854305042633e-07,-6.728095009231974,-6.723219960692548
D0052,8.131578947368421,1.6947457078743084e-07,1.631616380706101e-07,-6.770895457314589,-6.7873819432087314
D0052,8.894736842105264,1.5493385317549151e-07,1.5378779825100403e-07,-6.80985367816741,-6.813078120727528
D0052,9.657894736842106,1.42691123633014e-07,1.4293625284586395e-07,-6.845603042141844,-6.844857607359345
D0052,10.421052631578949,1.322415211447377e-07,1.416153729243573e-07,-6.878632163815267,-6.8488895996559105
D0052,11.18421052631579,1.232179820548615e-07,1.1815171887001412e-07,-6.909325907940066,-6.927559955873913
D0052,11.947368421052632,1.153472298971721e-07,1.2016695134715285e-07,-6.937992830746858,-6.9202149568013755
D0052,12.710526315789474,1.0842161982053029e-07,1.0873482373000315e-07,-6.964884108641267,-6.963631345226195
D0052,13.473684210526317,1.0228055151038308e-07,1.033563263769787e-07,-6.990206938865586,-6.98566293532577
D0052,14.23684210526316,9.67978602094568e-08,9.698867549274875e-08,-7.014134242996325,-7.01327897148761
D0052,15.0,9.187305679529146e-08,9.292955673340854e-08,-7.036811833562246,-7.031846134395212
D0053,0.5,2.8301744011323097e-06,2.8048230827502127e-06,-5.548186801537307,-5.5520945271381175
D0053,1.263157894736842,1.1202773671148728e-06,1.1623231207241582e-06,-5.950674437960065,-5.934673123201985
D0053,2.026315789473684,6.983547223573232e-07,6.860681484388001e-07,-6.15592392575696,-6.163632742863314
D0053,2.7894736842105265,5.072954115237158e-07,5.215710501735237e-07,-6.294739065849249,-6.282686522143487
D0053,3.5526315789473686,3.9832084164084354e-07,3.891858381578033e-07,-6.399766969079484,-6.4098429713888345
D0053,4.315789473684211,3.278860586677676e-07,3.2582530487046284e-07,-6.484277048632176,-6.48701518970571
D0053,5.078947368421053,2.78618205292818e-07,2.6885759526985453e-07,-6.554990509592252,-6.570477690125329
D0053,5.842105263157895,2.422221334302427e-07,2.442855011796743e-07,-6.615786175035116,-6.612102308485099
D0053,6.605263157894737,2.1423630924905926e-07,2.2222101736005843e-07,-6.669106922065516,-6.653214868474178
D0053,7.36842105263158,1.9204754864826383e-07,1.9074652512963737e-07,-6.716591231926698,-6.71954336493675
D0053,8.131578947368421,1.7402366867803845e-07,1.722500205794218e-07,-6.759391680009313,-6.763840717533377
D0053,8.894736842105264,1.590926438506328e-07,1.533279317480989e-07,-6.798349900862132,-6.8143787225162304
D0053,9.657894736842106,1.4652129052183618e-07,1.4489233475219606e-07,-6.834099264836567,-6.838954589427918
D0053,10.421052631578949,1.3579119601392392e-07,1.290468753349152e-07,-6.86712838650999,-6.88925250674377
D0053,11.18421052631579,1.2652544381532678e-07,1.22661374906633e-07,-6.89782213063479,-6.911292171631101
D0053,11.947368421052632,1.1844342207381913e-07,1.1867413816006937e-07,-6.926489053441582,-6.925643913548387
D0053,12.710526315789474,1.1133191225986311e-07,1.1507108970902463e-07,-6.95338033133599,-6.939033774171524
D0053,13.473684210526317,1.050260031670193e-07,1.131702236780712e-07,-6.978703161560309,-6.946267825739537
D0053,14.23684210526316,9.93961434778445e-08,9.727969029348303e-08,-7.002630465691047,-7.011977820719833
D0053,15.0,9.433914670441033e-08,9.782811425178998e-08,-7.02530805625697,-7.0095363179139705
D0054,0.5,2.8953666019001814e-06,2.9031961942905644e-06,-5.5382964395005,-5.537123614110231
D0054,1.263157894736842,1.1460826132521552e-06,1.1363490327414505e-06,-5.940784075923258,-5.944488253385859
D0054,2.026315789473684,7.14441109559785e-07,7.202134425742774e-07,-6.146033563720152,-6.142538776908988
D0054,2.7894736842105265,5.189808060009759e-07,5.177050755216299e-07,-6.284848703812441,-6.285917577223608
D0054,3.5526315789473686,4.074960402674329e-07,4.070546722780719e-07,-6.389876607042677,-6.390347255949064
D0054,4.315789473684211,3.3543881363477705e-07,3.301567400074844e-07,-6.474386686595369,-6.481279832365892
D0054,5.078947368421053,2.850360903425049e-07,2.726583019260663e-07,-6.545100147555445,-6.564381274335902
D0054,5.842105263157895,2.478016461085741e-07,2.3604065307492433e-07,-6.605895812998309,-6.627013192429736
D0054,6.605263157894737,2.191711770362687e-07,2.223225208467614e-07,-6.6592165600287085,-6.653016541871061
D0054,7.36842105263158,1.9647130512894087e-07,1.9410658294586298e-07,-6.7067008698898904,-6.711959735664789
D0054,8.131578947368421,1.7803225060227653e-07,1.7428866201075067e-07,-6.749501317972506,-6.758730864102425
D0054,8.894736842105264,1.6275729418965514e-07,1.6211083050482174e-07,-6.788459538825325,-6.790187969288723
D0054,9.657894736842106,1.4989636358611292e-07,1.5265949009417492e-07,-6.82420890279976,-6.816276192561365
D0054,10.421052631578949,1.3891910463662484e-07,1.3904455776535607e-07,-6.857238024473183,-6.856846004848934
D0054,11.18421052631579,1.294399186731846e-07,1.2650018249656587e-07,-6.887931768597983,-6.897908847949077
D0054,11.947368421052632,1.2117173003547013e-07,1.2490733442341122e-07,-6.916598691404775,-6.903412059575465
D0054,12.710526315789474,1.138964087704005e-07,1.1856905052258122e-07,-6.943489969299183,-6.926028657863414
D0054,13.473684210526317,1.0744524499238952e-07,1.0850319111332366e-07,-6.968812799523501,-6.964557488888929
D0054,14.23684210526316,1.0168570320906366e-07,1.0408146322131809e-07,-6.99274010365424,-6.982626610907679
D0054,15.0,9.651222006333938e-08,9.953118242533822e-08,-7.0154176942201625,-7.002040836503798
D0055,0.5,2.9606196444238783e-06,3.044331828153716e-06,-5.528617383538864,-5.5165080117957315
D0055,1.263157894736842,1.171911942584452e-06,1.187894807474075e-06,-5.931105019961623,-5.925222016052009
D0055,2.026315789473684,7.305425096630349e-07,7.40180633251627e-07,-6.136354507758518,-6.130662282361665
D0055,2.7894736842105265,5.306771060759781e-07,5.364990476643031e-07,-6.275169647850806,-6.270431044610435
D0055,3.5526315789473686,4.1667980180780507e-07,4.0244706281775757e-07,-6.380197551081042,-6.395291237875299
D0055,4.315789473684211,3.4299861734179076e-07,3.485168280139238e-07,-6.464707630633733,-6.457776247301564
D0055,5.078947368421053,2.9145996499509676e-07,2.7942974728342574e-07,-6.535421091593809,-6.553727362025148
D0055,5.842105263157895,2.533863659642058e-07,2.468523248052051e-07,-6.596216757036674,-6.607562778327708
D0055,6.605263157894737,2.2411065037471588e-07,2.3155545966536898e-07,-6.649537504067074,-6.635344974658905
D0055,7.36842105263158,2.0089919015733458e-07,2.0492511961333637e-07,-6.697021813928255,-6.688404802746665
D0055,8.131578947368421,1.8204457360535174e-07,1.8904817496115736e-07,-6.73982226201087,-6.723427510886077
D0055,8.894736842105264,1.6642536462737778e-07,1.645542332306182e-07,-6.778780482863691,-6.783690940807771
D0055,9.657894736842106,1.5327458649605906e-07,1.478069899016698e-07,-6.814529846838125,-6.830305027348883
D0055,10.421052631578949,1.42049932434479e-07,1.40576750449158e-07,-6.847558968511548,-6.852086499988738
D0055,11.18421052631579,1.3235711351542043e-07,1.3225342603756668e-07,-6.878252712636347,-6.878593068707237
D0055,11.947368421052632,1.2390258423800373e-07,1.2372541292506664e-07,-6.906919635443139,-6.907541088086387
D0055,12.710526315789474,1.1646329864193309e-07,1.1976819798812134e-07,-6.933810913337548,-6.921658484716185
D0055,13.473684210526317,1.0986674461729234e-07,1.0835689019531311e-07,-6.959133743561867,-6.965143467559094
D0055,14.23684210526316,1.0397739971174433e-07,1.0462670610581515e-07,-6.983061047692606,-6.980357447074671
D0055,15.0,9.868732148079595e-08,9.561263536863829e-08,-7.005738638258527,-7.019484711193866
D0056,0.5,3.0131460157496036e-06,3.0551547603857763e-06,-5.520979822094384,-5.514966785460964
D0056,1.263157894736842,1.1927036312342183e-06,1.19443209244203e-06,-5.923467458517142,-5.922838536341937
D0056,2.026315789473684,7.435035623278243e-07,7.290732822411873e-07,-6.128716946314037,-6.137228816711615
D0056,2.7894736842105265,5.400922103702119e-07,5.372871254694932e-07,-6.267532086406326,-6.269793565916595
D0056,3.5526315789473686,4.240724022166108e-07,4.224780923866698e-07,-6.372559989636561,-6.374195806482953
D0056,4.315789473684211,3.4908398962952724e-07,3.469384433618326e-07,-6.457070069189253,-6.459747574430441
D0056,5.078947368421053,2.966309549183547e-07,3.1184705663875267e-07,-6.527783530149329,-6.50605835067195
D0056,5.842105263157895,2.578818662128039e-07,2.5752678677640807e-07,-6.588579195592194,-6.589177590917405
D0056,6.605263157894737,2.2808675019618513e-07,2.2685106756005843e-07,-6.641899942622594,-6.644259172605364
D0056,7.36842105263158,2.0446347964015165e-07,1.9297403440844464e-07,-6.689384252483775,-6.714501123488423
D0056,8.131578947368421,1.8527435048298533e-07,1.80941996315251e-07,-6.73218470056639,-6.74246062246458
D0056,8.894736842105264,1.6937803047113156e-07,1.6837027428559527e-07,-6.77114292141921,-6.773734580611146
D0056,9.657894736842106,1.5599393542027918e-07,1.5324139738697153e-07,-6.806892285393644,-6.814623896399977
D0056,10.421052631578949,1.4457013711929916e-07,1.5038308271604487e-07,-6.8399214070670675,-6.822801016778343
D0056,11.18421052631579,1.3470535129233523e-07,1.342709123289953e-07,-6.870615151191867,-6.872018060177436
D0056,11.947368421052632,1.2610082444767062e-07,1.308375719429967e-07,-6.899282073998659,-6.883267524020785
D0056,12.710526315789474,1.1852955341458067e-07,1.1889481994001893e-07,-6.926173351893067,-6.924837066495457
D0056,13.473684210526317,1.1181596542820793e-07,1.1208427656766598e-07,-6.951496182117386,-6.950455306930829
D0056,14.23684210526316,1.0582213364000455e-07,1.0570482481716667e-07,-6.975423486248125,-6.975905189195415
D0056,15.0,1.0043820052498679e-07,1.0058567867111765e-07,-6.998101076814047,-6.997463849467595
D0057,0.5,3.0810646385738088e-06,3.2329983736282004e-06,-5.511299190394045,-5.490394513861836
D0057,1.263157894736842,1.2195880861021328e-06,1.144653840527262e-06,-5.913786826816803,-5.941325830248384
D0057,2.026315789473684,7.602627030247061e-07,7.200119031185366e-07,-6.119036314613697,-6.142660323824332
D0057,2.7894736842105265,5.522663031405883e-07,5.448197097067156e-07,-6.257851454705986,-6.263747189527664
D0057,3.5526315789473686,4.3363131950298047e-07,4.344200754288378e-07,-6.362879357936222,-6.3620901133305585
D0057,4.315789473684211,3.5695261056647787e-07,3.642750640792326e-07,-6.447389437488914,-6.438570556738984
D0057,5.078947368421053,3.0331724421192934e-07,3.0771217846940634e-07,-6.51810289844899,-6.511855315135719
D0057,5.842105263157895,2.6369472131938005e-07,2.612858780199376e-07,-6.578898563891855,-6.582884062388069
D0057,6.605263157894737,2.3322800052949152e-07,2.401499521074437e-07,-6.632219310922254,-6.619517495635367
D0057,7.36842105263158,2.0907224333179418e-07,2.1534239066438115e-07,-6.679703620783435,-6.666870469853816
D0057,8.131578947368421,1.894505764818847e-07,1.906808718438024e-07,-6.7225040688660505,-6.719692871030254
D0057,8.894736842105264,1.7319594122160463e-07,1.7806360107985624e-07,-6.761462289718871,-6.749424847890707
D0057,9.657894736842106,1.595101584002789e-07,1.6093638472367646e-07,-6.797211653693306,-6.793345758894444
D0057,10.421052631578949,1.4782885892147063e-07,1.457615949544889e-07,-6.830240775366728,-6.836356888202144
D0057,11.18421052631579,1.3774171325388794e-07,1.4059685327851374e-07,-6.860934519491527,-6.852024399224236
D0057,11.947368421052632,1.289432337729127e-07,1.2951926508793088e-07,-6.88960144229832,-6.887665628500836
D0057,12.710526315789474,1.2120130048219953e-07,1.2137773685166882e-07,-6.9164927201927275,-6.915860964406888
D0057,13.473684210526317,1.1433638307207493e-07,1.1918347930181886e-07,-6.941815550417046,-6.923783940445677
D0057,14.23684210526316,1.082074457170099e-07,1.0118061512975595e-07,-6.965742854547785,-6.994902684616653
D0057,15.0,1.0270215461912697e-07,9.887729265356639e-08,-6.988420445113707,-7.004903433453819
