galaxy,rmse_base,rmse_scm,delta_rmse,delta_logL,mae_base,mae_scm,delta_mae,seed
G008,11.782766970427083,4.316529135156496,-7.466237835270587,3.225591451720804,9.178297766281716,3.5058309514523076,-5.672466814829408,46
G018,8.569203098382587,4.346026906266628,-4.223176192115959,1.443864798635107,7.389618181892958,3.559920416586536,-3.829697765306422,46
G020,13.524937831730119,4.601163782785436,-8.923774048944683,3.820213145543279,11.292773819334652,3.955025205470656,-7.337748613863996,46
G023,11.919189966222163,5.319766463798104,-6.599423502424059,2.0100267668566647,9.608045498114489,4.366785922886194,-5.241259575228295,46
G025,11.689360216052306,4.782016971532699,-6.907343244519606,2.487646856185484,10.093448074781197,3.8305496951182065,-6.262898379662991,46
G030,9.623250174934746,5.375711218090409,-4.247538956844338,1.1022921165067627,8.111885520778955,4.466532512287568,-3.645353008491387,46
G035,12.96419615226443,4.241226819233642,-8.722969333030788,4.171734928581552,10.568791972873807,3.6157036137496616,-6.953088359124146,46
G036,13.466125272067218,5.026933955175978,-8.43919131689124,3.087971180859863,10.455761235528993,4.235971838808238,-6.2197893967207545,46
G040,10.766497243700668,4.285560682782022,-6.480936560918646,2.655757139398587,8.35909487494267,3.5457210819896945,-4.813373792952976,46
G043,10.192772570437842,4.070967357159599,-6.121805213278243,2.6344361844754904,7.785710991414926,3.4005356353352,-4.385175356079726,46
G047,10.749070894165198,4.003964476950434,-6.745106417214765,3.1035572593095755,8.841133274369673,3.031413734848377,-5.809719539521296,46
G062,11.602960727891638,5.165642524471828,-6.43731820341981,2.0226613405611222,9.462384582982796,4.111484752541618,-5.350899830441178,46
G067,9.885486561661159,4.45306651323532,-5.432420048425839,1.9640399248332925,7.878424403793024,3.723070433247764,-4.15535397054526,46
G068,12.126497306923104,4.306584826488407,-7.819912480434698,3.464375119555632,10.174599746049699,3.778781101154597,-6.395818644895102,46
G069,13.23724548350429,4.656218128615456,-8.581027354888835,3.541090860664564,11.353271441466665,3.667739117934451,-7.685532323532215,46
G070,12.451006990425899,5.034421563464021,-7.416585426961878,2.558297997818032,10.053740106283605,4.079747537139562,-5.973992569144043,46
G077,11.88557480353069,4.364580521758529,-7.52099428177216,3.2078773785912524,9.735437850860631,3.494977706022044,-6.240460144838587,46
G080,13.109620399366229,4.5506954713398855,-8.558924928026343,3.649489687488098,10.381482341052056,3.927478840380478,-6.454003500671578,46
G081,13.505430469280268,4.506749952870351,-8.998680516409918,3.990140610547418,11.298857301049782,3.7389774445432478,-7.559879856506535,46
G083,11.914159441439422,4.871636980847952,-7.04252246059147,2.490521869429397,10.16208779440817,4.2101845237754345,-5.951903270632735,46
G084,11.232863545293942,4.674183685286243,-6.5586798600076985,2.3876158719073763,9.241477518808608,3.9184443704216863,-5.323033148386922,46
G086,11.097003435776772,3.790175619504316,-7.306827816272456,3.7861047228743376,8.341627856202297,3.231783788237574,-5.1098440679647235,46
G087,12.739197822064092,4.639217109067269,-8.099980712996823,3.270203331705293,10.067784858806515,3.6448274512878513,-6.422957407518664,46
G088,12.11559650660421,6.000479080242578,-6.115117426361631,1.5383922290624936,8.310064825862707,4.136465201068229,-4.173599624794478,46
G091,11.100975804632826,3.8879936970895432,-7.212982107543283,3.576066042687554,9.472976869759488,3.2206322682857094,-6.252344601473779,46
G093,12.597570772464934,4.880342911731086,-7.717227860733848,2.8315239638984133,9.56008836844222,3.948193699073051,-5.6118946693691685,46
G097,13.451494317704174,4.7369528508298995,-8.714541466874275,3.531929645357795,10.822072120168754,3.591690962689431,-7.230381157479322,46
G098,9.06199143147341,5.681983333037314,-3.3800080984360967,0.7717958039776778,7.393433221065225,4.655120942494302,-2.7383122785709224,46
G099,13.526206489759925,4.003976239054305,-9.52223025070562,5.206095648923927,9.886218523922453,3.188785214951511,-6.697433308970942,46
G101,12.549981683086726,3.592157977698506,-8.95782370538822,5.60302757462978,9.701551458191958,2.957545012354655,-6.744006445837302,46
G105,10.413478376469564,4.299785153721094,-6.113693222748471,2.4327033263732676,9.047853507504744,3.366673012478951,-5.681180495025793,46
G106,13.074061948522093,3.954405665793585,-9.119656282728508,4.965484183202981,10.397509799682826,3.2591527210509112,-7.138357078631914,46
G110,12.335942405678406,3.9243061909415595,-8.411636214736847,4.440704723078561,11.02652094341196,3.142139212064433,-7.884381731347527,46
G113,11.242214123089488,5.421905947830252,-5.820308175259235,1.6496598763887138,9.586851185796174,4.235064399678867,-5.351786786117307,46
G114,12.622268195849621,4.876391475248779,-7.745876720600842,2.8500222003903035,9.764404854509616,3.67465401787931,-6.089750836630306,46
G117,14.051500944931798,4.924205572601425,-9.127295372330373,3.5713935812956548,11.69235107004901,4.09714008297225,-7.595210987076761,46
G123,13.349000145081996,4.743179835621826,-8.60582030946017,3.4603019333545832,9.704409636941326,3.986178440727129,-5.718231196214198,46
G124,13.603452833781859,4.5583330300892415,-9.045119803692618,3.9530360586797983,10.456280860124656,3.6569768456074656,-6.79930401451719,46
G136,16.107867054641734,5.152555948042572,-10.955311106599162,4.386530851036204,13.267349363617148,4.467630069865594,-8.799719293751554,46
G137,12.538885623452051,5.63646906755815,-6.902416555893901,1.974421212735801,9.505701184867345,4.8944622954650345,-4.61123888940231,46
G138,10.492155652521008,5.481770896274086,-5.010384756246922,1.3317141161045039,8.605632889441676,4.797790868105162,-3.807842021336514,46
G143,11.901529972009389,4.333389494541723,-7.568140477467666,3.271552360139884,9.89054090709922,3.0987468045699496,-6.791794102529271,46
G151,9.396277629506514,3.6461299342936364,-5.750147695212878,2.8206064144017162,7.667056293338339,3.0838076484042487,-4.58324864493409,46
G153,11.17885505210157,3.9352451702147206,-7.243609881886849,3.534791202517461,8.637744729795283,3.135315977514383,-5.502428752280901,46
G162,12.26693259173631,3.821591216709773,-8.445341375026537,4.651734838556096,9.588249965733096,2.79015701382648,-6.798092951906616,46
G165,10.096450745232818,6.2368699507090275,-3.859580794523791,0.810310102612028,8.59935551754902,4.829797395815978,-3.7695581217330414,46
G170,13.23035136582138,4.405783031077786,-8.824568334743592,4.008857904152924,10.713232908999489,3.688904776044596,-7.024328132954892,46
G171,13.37941122447424,6.7256498910746485,-6.653761333399591,1.4786796934861166,10.530110829414715,5.385218094854688,-5.1448927345600275,46
G173,10.676612055778355,5.523992781222803,-5.152619274555552,1.367801520741022,8.582950326792524,4.618980285708567,-3.9639700410839573,46
