galaxy,r_kpc,g_bar,g_obs,log_g_bar,log_g_obs,logMbar,env_proxy
G0010,15.0,6.143442120612704e-09,9.727892013267737e-09,-8.21158822900192,-8.011981259031685,10.073684,0.300661
G0011,0.5,1.960021706026487e-07,2.3153485904162297e-07,-6.707739119074478,-6.63538361393449,10.221053,0.343864
G0011,1.263157894736842,7.75841925302151e-08,7.467496036821647e-08,-7.110226755497237,-7.126824999214219,10.221053,0.343864
G0011,2.026315789473684,4.836417196688734e-08,5.3902584432952066e-08,-7.315476243294132,-7.268390411472596,10.221053,0.343864
G0011,2.7894736842105265,3.51324645419842e-08,4.4708327786572974e-08,-7.45429138338642,-7.349611573626607,10.221053,0.343864
G0011,3.5526315789473686,2.758549067740981e-08,3.121839989806528e-08,-7.559319286616656,-7.505589360506446,10.221053,0.343864
G0011,4.315789473684211,2.2707568545428813e-08,3.0835596486941536e-08,-7.6438293661693475,-7.510947646119413,10.221053,0.343864
G0011,5.078947368421053,1.929555047383588e-08,2.5331215615241603e-08,-7.714542827129423,-7.5963439684280125,10.221053,0.343864
G0011,5.842105263157895,1.6774960547073534e-08,1.9667142724002043e-08,-7.775338492572288,-7.706258730539982,10.221053,0.343864
G0011,6.605263157894737,1.4836817695021214e-08,1.6838669279048393e-08,-7.828659239602688,-7.773692232765209,10.221053,0.343864
G0011,7.36842105263158,1.3300147290894016e-08,1.428253262236532e-08,-7.876143549463869,-7.845194775305427,10.221053,0.343864
G0011,8.131578947368421,1.2051913402751861e-08,1.3360822834084253e-08,-7.918943997546484,-7.874166794757314,10.221053,0.343864
G0011,8.894736842105264,1.1017873495415162e-08,1.1255436857742009e-08,-7.957902218399305,-7.948637644046421,10.221053,0.343864
G0011,9.657894736842106,1.0147251339101702e-08,1.3578797791489869e-08,-7.993651582373739,-7.867138678924013,10.221053,0.343864
G0011,10.421052631578949,9.40414454911698e-09,1.3047095840534303e-08,-8.026680704047163,-7.884486147390252,10.221053,0.343864
G0011,11.18421052631579,8.762449979883119e-09,9.16230582686133e-09,-8.057374448171961,-8.037995216085191,10.221053,0.343864
G0011,11.947368421052632,8.20273401200512e-09,8.645323908199689e-09,-8.086041370978753,-8.063218730682886,10.221053,0.343864
G0011,12.710526315789474,7.710230313561748e-09,7.627332319498144e-09,-8.112932648873162,-8.11762733118043,10.221053,0.343864
G0011,13.473684210526317,7.273518049707665e-09,7.84447066786002e-09,-8.13825547909748,-8.10543635657462,10.221053,0.343864
G0011,14.23684210526316,6.883625215250138e-09,5.846903942928889e-09,-8.16218278322822,-8.233074041000856,10.221053,0.343864
G0011,15.0,6.5334056867549565e-09,6.9147919757884906e-09,-8.184860373794141,-8.160220880648827,10.221053,0.343864
G0012,0.5,2.080611061941881e-07,2.808570472722525e-07,-6.68180909683756,-6.551514674322811,10.368421,0.20402
G0012,1.263157894736842,8.235752120186612e-08,9.468488442578359e-08,-7.0842967332603175,-7.023719346597941,10.368421,0.20402
G0012,2.026315789473684,5.1339753476487974e-08,6.645350039580507e-08,-7.289546221057212,-7.177482137933528,10.368421,0.20402
G0012,2.7894736842105265,3.729397186499597e-08,4.2253246667902334e-08,-7.428361361149501,-7.374139914979809,10.368421,0.20402
G0012,3.5526315789473686,2.9282674205107953e-08,4.126826063518718e-08,-7.533389264379736,-7.384383835277155,10.368421,0.20402
G0012,4.315789473684211,2.4104640351765693e-08,2.9270542999050596e-08,-7.617899343932429,-7.533569220876629,10.368421,0.20402
G0012,5.078947368421053,2.04826995735211e-08,2.3461596702675586e-08,-7.688612804892505,-7.629642434864805,10.368421,0.20402
G0012,5.842105263157895,1.7807031611214295e-08,2.695497899076586e-08,-7.74940847033537,-7.569361002332767,10.368421,0.20402
G0012,6.605263157894737,1.5749645488803078e-08,1.8146153962911993e-08,-7.802729217365769,-7.741215408626852,10.368421,0.20402
G0012,7.36842105263158,1.4118432206034188e-08,1.4817743648108361e-08,-7.85021352722695,-7.829217922927546,10.368421,0.20402
G0012,8.131578947368421,1.279340135174619e-08,1.5539316052910048e-08,-7.893013975309565,-7.808568100141528,10.368421,0.20402
G0012,8.894736842105264,1.169574265588631e-08,1.3869492894387551e-08,-7.931972196162385,-7.857939417599774,10.368421,0.20402
G0012,9.657894736842106,1.0771555906511095e-08,1.4227119929882245e-08,-7.96772156013682,-7.846883007516133,10.368421,0.20402
G0012,10.421052631578949,9.982729842650436e-09,1.0814157360315149e-08,-8.000750681810244,-7.966007315154392,10.368421,0.20402
G0012,11.18421052631579,9.301555335740171e-09,1.1982300516677671e-08,-8.031444425935042,-7.92145979248241,10.368421,0.20402
G0012,11.947368421052632,8.707403122664257e-09,1.1268763693962128e-08,-8.060111348741835,-7.948123728172362,10.368421,0.20402
G0012,12.710526315789474,8.184598380309675e-09,9.103869156967932e-09,-8.087002626636243,-8.040773992690564,10.368421,0.20402
G0012,13.473684210526317,7.721017612674947e-09,9.342354995377732e-09,-8.112325456860562,-8.029543634200403,10.368421,0.20402
G0012,14.23684210526316,7.307136816431742e-09,7.991317838504257e-09,-8.136252760991301,-8.097381595805317,10.368421,0.20402
G0012,15.0,6.935370206472936e-09,1.0306774830261888e-08,-8.158930351557222,-7.986877211781972,10.368421,0.20402
G0013,0.5,2.204798741512405e-07,2.443196893684935e-07,-6.656631047665417,-6.612041532455447,10.515789,0.596067
G0013,1.263157894736842,8.727328351819936e-08,9.924290091721381e-08,-7.059118684088175,-7.003300549579945,10.515789,0.596067
G0013,2.026315789473684,5.440412479056584e-08,5.8047727311107744e-08,-7.26436817188507,-7.236214779122076,10.515789,0.596067
G0013,2.7894736842105265,3.9519977442203485e-08,4.543331735332897e-08,-7.403183311977359,-7.342625551636909,10.515789,0.596067
G0013,3.5526315789473686,3.103050080647088e-08,3.6919410895362284e-08,-7.508211215207594,-7.432745237411418,10.515789,0.596067
G0013,4.315789473684211,2.554340005410713e-08,3.2788417237602945e-08,-7.5927212947602865,-7.484279547086831,10.515789,0.596067
G0013,5.078947368421053,2.1705272584837143e-08,2.4286239810081863e-08,-7.663434755720362,-7.614639720935718,10.515789,0.596067
G0013,5.842105263157895,1.886989913907013e-08,2.2048803227445093e-08,-7.724230421163227,-7.656614978342268,10.515789,0.596067
G0013,6.605263157894737,1.6689711589137722e-08,1.7154006463480862e-08,-7.777551168193627,-7.765634430619943,10.515789,0.596067
G0013,7.36842105263158,1.4961134317405603e-08,1.6367700170876614e-08,-7.825035478054808,-7.786012339113736,10.515789,0.596067
G0013,8.131578947368421,1.3557014915448445e-08,2.0893432537025823e-08,-7.867835926137423,-7.679990204853201,10.515789,0.596067
G0013,8.894736842105264,1.23938390795076e-08,1.6330890294955273e-08,-7.906794146990243,-7.78699013861625,10.515789,0.596067
G0013,9.657894736842106,1.1414489397475662e-08,1.2547584084498317e-08,-7.942543510964677,-7.901439885320241,10.515789,0.596067
G0013,10.421052631578949,1.05785798203878e-08,1.0965615356256777e-08,-7.975572632638101,-7.959966992045913,10.515789,0.596067
G0013,11.18421052631579,9.856747314996631e-09,1.0617384886250483e-08,-8.0062663767629,-7.97398243893509,10.515789,0.596067
G0013,11.947368421052632,9.227131297078346e-09,1.0960878787286882e-08,-8.034933299569692,-7.960154624942016,10.515789,0.596067
G0013,12.710526315789474,8.673121343423538e-09,1.0361044314670176e-08,-8.061824577464101,-7.984596468795307,10.515789,0.596067
G0013,13.473684210526317,8.181870329831189e-09,9.02879302595228e-09,-8.08714740768842,-8.044370302532966,10.515789,0.596067
G0013,14.23684210526316,7.743285783500126e-09,8.070363407579958e-09,-8.111074711819159,-8.093106908604675,10.515789,0.596067
G0013,15.0,7.349329138374682e-09,1.0037932965471271e-08,-8.13375230238508,-7.998355708915282,10.515789,0.596067
G0014,0.5,2.33258671621862e-07,2.903737083483082e-07,-6.632162201954368,-6.53704270903312,10.663158,0.471832
G0014,1.263157894736842,9.233155751698705e-08,1.0584001557450766e-07,-7.034649838377126,-6.975350104913505,10.663158,0.471832
G0014,2.026315789473684,5.7557334556043875e-08,6.701707922743288e-08,-7.239899326174019,-7.173814503732172,10.663158,0.471832
G0014,2.7894736842105265,4.181051661146583e-08,4.7173670277761575e-08,-7.378714466266309,-7.326300332798848,10.663158,0.471832
G0014,3.5526315789473686,3.282899822826206e-08,2.8449738952899383e-08,-7.483742369496545,-7.545921714219189,10.663158,0.471832
G0014,4.315789473684211,2.7023870492776693e-08,3.25444912194268e-08,-7.568252449049236,-7.4875225135620305,10.663158,0.471832
G0014,5.078947368421053,2.2963288916141854e-08,2.44890321518816e-08,-7.638965910009312,-7.611028378591216,10.663158,0.471832
G0014,5.842105263157895,1.996358000367287e-08,2.1442932978915263e-08,-7.699761575452177,-7.66871581182253,10.663158,0.471832
G0014,6.605263157894737,1.7657030919583176e-08,1.9695993588449817e-08,-7.753082322482577,-7.705622105786709,10.663158,0.471832
G0014,7.36842105263158,1.5828267002912063e-08,2.024835247510648e-08,-7.800566632343758,-7.693610307761824,10.663158,0.471832
G0014,8.131578947368421,1.4342766216230996e-08,1.5134579460026526e-08,-7.843367080426373,-7.820029642148923,10.663158,0.471832
G0014,8.894736842105264,1.3112173848566208e-08,1.3451152819584806e-08,-7.882325301279193,-7.871240493228172,10.663158,0.471832
G0014,9.657894736842106,1.207606201857051e-08,1.5310866833566335e-08,-7.918074665253628,-7.815000220772829,10.663158,0.471832
G0014,10.421052631578949,1.1191703941452974e-08,1.4347510811506089e-08,-7.951103786927051,-7.843223439320111,10.663158,0.471832
G0014,11.18421052631579,1.04280347313303e-08,1.1252429036273292e-08,-7.98179753105185,-7.948753717269919,10.663158,0.471832
G0014,11.947368421052632,9.761926785936957e-09,1.2284128142147794e-08,-8.010464453858642,-7.91065566185308,10.663158,0.471832
G0014,12.710526315789474,9.175806958209893e-09,1.0607349017738709e-08,-8.03735573175305,-7.974393141152635,10.663158,0.471832
G0014,13.473684210526317,8.656083517217533e-09,1.0617691067495513e-08,-8.06267856197737,-7.973969915050035,10.663158,0.471832
G0014,14.23684210526316,8.192079040324173e-09,8.561504338107192e-09,-8.086605866108108,-8.067449918928252,10.663158,0.471832
G0014,15.0,7.775289054062066e-09,1.0043314301944675e-08,-8.10928345667403,-7.998122946003647,10.663158,0.471832
G0015,0.5,2.463976248960585e-07,3.2968771392246054e-07,-6.60836348278808,-6.481897236888086,10.810526,0.147475
G0015,1.263157894736842,9.753239318802317e-08,1.2362494251116397e-07,-7.010851119210837,-6.907893897353025,10.810526,0.147475
G0015,2.026315789473684,6.079941393539106e-08,7.64779945400883e-08,-7.216100607007732,-7.116463508958848,10.810526,0.147475
G0015,2.7894736842105265,4.416561200967086e-08,3.4614697008807073e-08,-7.354915747100021,-7.46073946552529,10.810526,0.147475
G0015,3.5526315789473686,3.4678184244630454e-08,4.2366563773179874e-08,-7.459943650330256,-7.372976758912967,10.810526,0.147475
G0015,4.315789473684211,2.8546066298933608e-08,3.38970179176545e-08,-7.544453729882949,-7.469838507073429,10.810526,0.147475
G0015,5.078947368421053,2.4256761000130112e-08,2.8454051581948184e-08,-7.615167190843024,-7.545855885528891,10.810526,0.147475
G0015,5.842105263157895,2.1088085013626633e-08,2.354677737091925e-08,-7.6759628562858895,-7.628068522326835,10.810526,0.147475
G0015,6.605263157894737,1.8651613039940683e-08,2.2327420284491213e-08,-7.729283603316289,-7.651161452518843,10.810526,0.147475
G0015,7.36842105263158,1.671983883223254e-08,2.0733337305224384e-08,-7.77676791317747,-7.683330786830924,10.810526,0.147475
G0015,8.131578947368421,1.5150663019498744e-08,1.7563871290820206e-08,-7.819568361260085,-7.755379754093917,10.810526,0.147475
G0015,8.894736842105264,1.385075406220447e-08,1.5733877736634873e-08,-7.858526582112906,-7.8031642289292575,10.810526,0.147475
G0015,9.657894736842106,1.275628030797033e-08,1.7110983830699778e-08,-7.89427594608734,-7.766725019099439,10.810526,0.147475
G0015,10.421052631578949,1.1822108265214927e-08,1.2561250023694752e-08,-7.927305067760763,-7.900967139947556,10.810526,0.147475
G0015,11.18421052631579,1.1015423230647324e-08,1.449930396726107e-08,-7.957998811885562,-7.838652845381102,10.810526,0.147475
G0015,11.947368421052632,1.0311794874504651e-08,1.2493968056118241e-08,-7.986665734692354,-7.903299608768524,10.810526,0.147475
G0015,12.710526315789474,9.692660192598574e-09,1.0629470989462308e-08,-8.013557012586762,-7.973488349030262,10.810526,0.147475
G0015,13.473684210526317,9.14366186137717e-09,1.0571952780089341e-08,-8.038879842811081,-7.975844785323948,10.810526,0.147475
G0015,14.23684210526316,8.653521022227563e-09,9.375855299715371e-09,-8.06280714694182,-8.027989103866522,10.810526,0.147475
G0015,15.0,8.213254163201951e-09,1.044888671293142e-08,-8.085484737507741,-7.980929979427276,10.810526,0.147475
G0016,0.5,2.598963990868579e-07,3.20258406106903e-07,-6.585199737688449,-6.494499462120575,10.957895,0.589573
G0016,1.263157894736842,1.0287565797188125e-07,1.1574688043053861e-07,-6.987687374111208,-6.936490705105345,10.957895,0.589573
G0016,2.026315789473684,6.413028029415975e-08,6.81625461922702e-08,-7.192936861908102,-7.166454194993129,10.957895,0.589573
G0016,2.7894736842105265,4.658520360990848e-08,5.714450951569874e-08,-7.331752002000391,-7.243025490580737,10.957895,0.589573
G0016,3.5526315789473686,3.6578011723335556e-08,4.7814026122646025e-08,-7.436779905230626,-7.320444685519219,10.957895,0.589573
G0016,4.315789473684211,3.0109948674696954e-08,3.5438313395070176e-08,-7.521289984783318,-7.450526955539059,10.957895,0.589573
G0016,5.078947368421053,2.55856558686544e-08,3.1746727171274094e-08,-7.592003445743394,-7.498301040284423,10.957895,0.589573
G0016,5.842105263157895,2.224338550743378e-08,2.5493870100040373e-08,-7.652799111186259,-7.593564231399651,10.957895,0.589573
G0016,6.605263157894737,1.9673432600200395e-08,2.357928825286032e-08,-7.706119858216659,-7.62746930833849,10.957895,0.589573
G0016,7.36842105263158,1.7635827080893924e-08,2.0387949718871453e-08,-7.75360416807784,-7.690626446146877,10.957895,0.589573
G0016,8.131578947368421,1.5980684733496113e-08,1.9588154046260667e-08,-7.796404616160455,-7.708006489237345,10.957895,0.589573
G0016,8.894736842105264,1.4609560895415086e-08,1.4865608217936462e-08,-7.8353628370132755,-7.827817317182902,10.957895,0.589573
G0016,9.657894736842106,1.3455126928202451e-08,1.7066502436608592e-08,-7.87111220098771,-7.767855472916751,10.957895,0.589573
G0016,10.421052631578949,1.246977672386439e-08,1.450560988983826e-08,-7.904141322661133,-7.838464006521919,10.957895,0.589573
G0016,11.18421052631579,1.1618897841530117e-08,1.4332505188054777e-08,-7.934835066785932,-7.843677892348113,10.957895,0.589573
G0016,11.947368421052632,1.0876721547687885e-08,1.2511585463468553e-08,-7.963501989592724,-7.902687653183726,10.957895,0.589573
G0016,12.710526315789474,1.0223667872981986e-08,1.2564077017323548e-08,-7.990393267487132,-7.900869410056396,10.957895,0.589573
G0016,13.473684210526317,9.644592934863863e-09,1.0283206119454489e-08,-8.01571609771145,-7.987871458988393,10.957895,0.589573
G0016,14.23684210526316,9.127599967930312e-09,1.2196770750733056e-08,-8.03964340184219,-7.913755139061193,10.957895,0.589573
G0016,15.0,8.663213302895263e-09,8.631254890574015e-09,-8.062320992408111,-8.063926058000687,10.957895,0.589573
G0017,0.5,2.737551405894118e-07,2.929104261715654e-07,-6.562637716869071,-6.5332651692941965,11.105263,0.264967
G0017,1.263157894736842,1.0836140981664217e-07,1.320598093301089e-07,-6.96512535329183,-6.879229334103304,11.105263,0.264967
G0017,2.026315789473684,6.754996975582887e-08,9.261058734829647e-08,-7.170374841088725,-7.033339361437857,11.105263,0.264967
G0017,2.7894736842105265,4.906931765281909e-08,6.005188958039312e-08,-7.309189981181013,-7.221473322625326,11.105263,0.264967
G0017,3.5526315789473686,3.8528501268139433e-08,4.473725223652125e-08,-7.414217884411249,-7.349330693801371,11.105263,0.264967
G0017,4.315789473684211,3.1715534580480633e-08,3.2567654102611874e-08,-7.49872796396394,-7.487213523196966,11.105263,0.264967
G0017,5.078947368421053,2.6949987933672658e-08,3.1472595414531783e-08,-7.569441424924016,-7.502067441143613,11.105263,0.264967
G0017,5.842105263157895,2.3429494014409115e-08,2.7836859356017792e-08,-7.630237090366881,-7.555379764797525,11.105263,0.264967
G0017,6.605263157894737,2.0722500682067023e-08,2.901650153506473e-08,-7.683557837397281,-7.537354950809594,11.105263,0.264967
G0017,7.36842105263158,1.8576241682852946e-08,2.3511790490521953e-08,-7.731042147258462,-7.628714296840838,11.105263,0.264967
G0017,8.131578947368421,1.6832840359866743e-08,1.7092077957985508e-08,-7.773842595341077,-7.767205135007327,11.105263,0.264967
G0017,8.894736842105264,1.538860257751131e-08,2.2220927763287992e-08,-7.8128008161938975,-7.653237812448931,11.105263,0.264967
G0017,9.657894736842106,1.417260945830742e-08,1.6212279660998846e-08,-7.848550180168332,-7.790155913308025,11.105263,0.264967
G0017,10.421052631578949,1.3134716341411172e-08,1.4291638718639257e-08,-7.881579301841755,-7.844917970952983,11.105263,0.264967
G0017,11.18421052631579,1.2238465108703114e-08,1.6797596201695386e-08,-7.912273045966554,-7.774752862978468,11.105263,0.264967
G0017,11.947368421052632,1.1456712932156e-08,1.3571175792295508e-08,-7.940939968773346,-7.867382523896305,11.105263,0.264967
G0017,12.710526315789474,1.0768835758175618e-08,1.2353365352358214e-08,-7.967831246667755,-7.908214714075601,11.105263,0.264967
G0017,13.473684210526317,1.0158882170310202e-08,1.2359960561326931e-08,-7.993154076892074,-7.907982915009777,11.105263,0.264967
G0017,14.23684210526316,9.6143210188518e-09,1.2433081903761176e-08,-8.017081381022813,-7.905421205397292,11.105263,0.264967
G0017,15.0,9.125171352980393e-09,1.1969195523510126e-08,-8.039758971588734,-7.921935038519354,11.105263,0.264967
G0018,0.5,2.879738494037205e-07,2.973015590020352e-07,-6.540646948266145,-6.526802813417982,11.252632,0.889851
G0018,1.263157894736842,1.1398964872230605e-07,1.6417681737079233e-07,-6.943134584688903,-6.784688167549957,11.252632,0.889851
G0018,2.026315789473684,7.105848232039855e-08,9.279292498933164e-08,-7.148384072485798,-7.032485135367631,11.252632,0.889851
G0018,2.7894736842105265,5.1617954138402726e-08,5.9141886484120594e-08,-7.287199212578086,-7.228104826638157,11.252632,0.889851
G0018,3.5526315789473686,4.0529652879042145e-08,4.4380458949197024e-08,-7.392227115808322,-7.35280821093517,11.252632,0.889851
G0018,4.315789473684211,3.3362824016284694e-08,3.596221779775163e-08,-7.476737195361014,-7.444153533078263,11.252632,0.889851
G0018,5.078947368421053,2.834975719518492e-08,3.4167416670349244e-08,-7.5474506563210895,-7.466387856092208,11.252632,0.889851
G0018,5.842105263157895,2.464641053455265e-08,2.7470443355672363e-08,-7.608246321763954,-7.56113433128318,11.252632,0.889851
G0018,6.605263157894737,2.1798817285540597e-08,2.400402193197042e-08,-7.661567068794354,-7.619715985100018,11.252632,0.889851
G0018,7.36842105263158,1.9541082638109603e-08,2.518872290916977e-08,-7.709051378655535,-7.598793851063238,11.252632,0.889851
G0018,8.131578947368421,1.7707129898610642e-08,2.1855440278006782e-08,-7.751851826738151,-7.66044044022064,11.252632,0.889851
G0018,8.894736842105264,1.618787910849316e-08,1.8518408147328165e-08,-7.790810047590971,-7.732396348245024,11.252632,0.889851
G0018,9.657894736842106,1.4908727898285254e-08,1.907559794172872e-08,-7.826559411565405,-7.719521839809609,11.252632,0.889851
G0018,10.421052631578949,1.3816927117855273e-08,1.8774784866687558e-08,-7.859588533238829,-7.726425030715046,11.252632,0.889851
G0018,11.18421052631579,1.2874125032166326e-08,1.3694785638446469e-08,-7.890282277363628,-7.86344476127555,11.252632,0.889851
G0018,11.947368421052632,1.2051769027909006e-08,1.349484410905692e-08,-7.91894920017042,-7.869832128000195,11.252632,0.889851
G0018,12.710526315789474,1.132816384817948e-08,1.4787087222111436e-08,-7.945840478064828,-7.830117365418034,11.252632,0.889851
G0018,13.473684210526317,1.0686529567716189e-08,1.3653147812065393e-08,-7.971163308289147,-7.864767207978232,11.252632,0.889851
G0018,14.23684210526316,1.0113684174992033e-08,1.2314603007163376e-08,-7.995090612419886,-7.909579584196567,11.252632,0.889851
G0018,15.0,9.599128313457348e-09,1.2794505802655496e-08,-8.017768202985808,-7.892976484401626,11.252632,0.889851
G0019,0.5,3.025523716981451e-07,3.2205273202867785e-07,-6.5191994382979725,-6.49207301229771,11.4,0.685022
G0019,1.263157894736842,1.1976031379718242e-07,1.2226342470841618e-07,-6.92168707472073,-6.912703443397079,11.4,0.685022
G0019,2.026315789473684,7.465578002941242e-08,8.134168729286592e-08,-7.126936562517625,-7.089686823148781,11.4,0.685022
G0019,2.7894736842105265,5.4231085493063737e-08,6.535447117255503e-08,-7.265751702609913,-7.184724695166172,11.4,0.685022
G0019,3.5526315789473686,4.2581444905664864e-08,4.673702839352748e-08,-7.370779605840149,-7.330338904124368,11.4,0.685022
G0019,4.315789473684211,3.5051799160150955e-08,3.972006263907858e-08,-7.455289685392841,-7.400990075287816,11.4,0.685022
G0019,5.078947368421053,2.9784948509143813e-08,3.2085396537570346e-08,-7.526003146352917,-7.493692588973243,11.4,0.685022
G0019,5.842105263157895,2.5894121902093496e-08,2.8943478971248443e-08,-7.586798811795782,-7.538449268406747,11.4,0.685022
G0019,6.605263157894737,2.2902370765995043e-08,2.4594047003965067e-08,-7.640119558826181,-7.609170001278583,11.4,0.685022
G0019,7.36842105263158,2.053033950808841e-08,2.534728056678636e-08,-7.687603868687362,-7.596068627975266,11.4,0.685022
G0019,8.131578947368421,1.8603543890824454e-08,2.3942539608746082e-08,-7.730404316769977,-7.620829785443072,11.4,0.685022
G0019,8.894736842105264,1.700738184101999e-08,1.9285836366289957e-08,-7.769362537622798,-7.714761522398748,11.4,0.685022
G0019,9.657894736842106,1.5663474284100153e-08,1.8262528870652085e-08,-7.805111901597233,-7.738439084494746,11.4,0.685022
G0019,10.421052631578949,1.4516401672385746e-08,1.6291927740913673e-08,-7.838141023270656,-7.788027524794734,11.4,0.685022
G0019,11.18421052631579,1.35258707347406e-08,1.6969040978474803e-08,-7.868834767395454,-7.77034270155537,11.4,0.685022
G0019,11.947368421052632,1.2661883397058932e-08,1.5208227558981853e-08,-7.897501690202247,-7.817921397794984,11.4,0.685022
G0019,12.710526315789474,1.1901646091645457e-08,1.6517365116908042e-08,-7.924392968096655,-7.782059231014073,11.4,0.685022
G0019,13.473684210526317,1.122752941848585e-08,1.1942001160387382e-08,-7.949715798320974,-7.922922890954456,11.4,0.685022
G0019,14.23684210526316,1.06256840337611e-08,1.3112346909621626e-08,-7.973643102451713,-7.882319569280344,11.4,0.685022
G0019,15.0,1.0085079056604836e-08,1.2545036177751656e-08,-7.996320693017634,-7.90152808191611,11.4,0.685022
