galaxy,r_kpc,vobs_kms,vobs_err_kms,vbar_kms
G0024,13.47368421,2732.76284655,0.0,2424.01130512
G0024,14.23684211,2467.81878689,0.0,2424.01130512
G0024,15.00000000,2692.58649243,0.0,2424.01130512
G0025,0.50000000,2876.99989146,0.0,2476.70720306
G0025,1.26315789,2763.60802022,0.0,2476.70720306
G0025,2.02631579,2473.94319469,0.0,2476.70720306
G0025,2.78947368,2603.91956526,0.0,2476.70720306
G0025,3.55263158,2868.81329092,0.0,2476.70720306
G0025,4.31578947,2742.61971632,0.0,2476.70720306
G0025,5.07894737,2700.97790510,0.0,2476.70720306
G0025,5.84210526,2761.92303947,0.0,2476.70720306
G0025,6.60526316,2799.73488993,0.0,2476.70720306
G0025,7.36842105,2606.58536581,0.0,2476.70720306
G0025,8.13157895,2663.07244848,0.0,2476.70720306
G0025,8.89473684,2721.61984974,0.0,2476.70720306
G0025,9.65789474,2628.81288094,0.0,2476.70720306
G0025,10.42105263,2684.27862645,0.0,2476.70720306
G0025,11.18421053,2877.67259249,0.0,2476.70720306
G0025,11.94736842,2571.54253556,0.0,2476.70720306
G0025,12.71052632,2962.63199583,0.0,2476.70720306
G0025,13.47368421,2956.23855578,0.0,2476.70720306
G0025,14.23684211,2470.79777408,0.0,2476.70720306
G0025,15.00000000,2683.25565260,0.0,2476.70720306
G0026,0.50000000,2807.09406975,0.0,2529.40310100
G0026,1.26315789,2654.81312994,0.0,2529.40310100
G0026,2.02631579,2657.54403850,0.0,2529.40310100
G0026,2.78947368,2727.04489525,0.0,2529.40310100
G0026,3.55263158,2861.80536241,0.0,2529.40310100
G0026,4.31578947,2689.24684920,0.0,2529.40310100
G0026,5.07894737,3011.87198120,0.0,2529.40310100
G0026,5.84210526,2799.81955693,0.0,2529.40310100
G0026,6.60526316,2745.65156396,0.0,2529.40310100
G0026,7.36842105,2959.78973365,0.0,2529.40310100
G0026,8.13157895,2846.22668664,0.0,2529.40310100
G0026,8.89473684,2810.76395015,0.0,2529.40310100
G0026,9.65789474,2714.11179790,0.0,2529.40310100
G0026,10.42105263,3010.11837321,0.0,2529.40310100
G0026,11.18421053,2871.82946097,0.0,2529.40310100
G0026,11.94736842,2731.73716712,0.0,2529.40310100
G0026,12.71052632,2542.16777732,0.0,2529.40310100
G0026,13.47368421,2811.26965231,0.0,2529.40310100
G0026,14.23684211,2601.98092194,0.0,2529.40310100
G0026,15.00000000,2523.02206490,0.0,2529.40310100
G0027,0.50000000,2777.97921187,0.0,2582.09899894
G0027,1.26315789,2856.95136925,0.0,2582.09899894
G0027,2.02631579,2997.95875723,0.0,2582.09899894
G0027,2.78947368,2857.08951884,0.0,2582.09899894
G0027,3.55263158,2930.84193331,0.0,2582.09899894
G0027,4.31578947,2644.61783075,0.0,2582.09899894
G0027,5.07894737,2814.12791809,0.0,2582.09899894
G0027,5.84210526,2834.79895481,0.0,2582.09899894
G0027,6.60526316,2938.76230680,0.0,2582.09899894
G0027,7.36842105,2833.65081330,0.0,2582.09899894
G0027,8.13157895,2930.56857487,0.0,2582.09899894
G0027,8.89473684,2746.27784010,0.0,2582.09899894
G0027,9.65789474,2867.72526757,0.0,2582.09899894
G0027,10.42105263,2875.74211077,0.0,2582.09899894
G0027,11.18421053,2641.25213829,0.0,2582.09899894
G0027,11.94736842,2842.02918115,0.0,2582.09899894
G0027,12.71052632,2772.17401738,0.0,2582.09899894
G0027,13.47368421,2549.08238418,0.0,2582.09899894
G0027,14.23684211,2952.30796421,0.0,2582.09899894
G0027,15.00000000,2766.32865777,0.0,2582.09899894
G0028,0.50000000,2752.27541658,0.0,2634.79489687
G0028,1.26315789,2820.56240427,0.0,2634.79489687
G0028,2.02631579,2894.66276976,0.0,2634.79489687
G0028,2.78947368,3091.54462179,0.0,2634.79489687
G0028,3.55263158,2850.94665193,0.0,2634.79489687
G0028,4.31578947,2942.70167625,0.0,2634.79489687
G0028,5.07894737,3072.23602643,0.0,2634.79489687
G0028,5.84210526,2951.49036950,0.0,2634.79489687
G0028,6.60526316,3028.39317122,0.0,2634.79489687
G0028,7.36842105,2806.30439643,0.0,2634.79489687
G0028,8.13157895,2985.62842106,0.0,2634.79489687
G0028,8.89473684,2866.46440880,0.0,2634.79489687
G0028,9.65789474,3029.23362989,0.0,2634.79489687
G0028,10.42105263,2730.54632674,0.0,2634.79489687
G0028,11.18421053,2762.74432434,0.0,2634.79489687
G0028,11.94736842,3057.16521420,0.0,2634.79489687
G0028,12.71052632,2846.61278352,0.0,2634.79489687
G0028,13.47368421,2823.20090770,0.0,2634.79489687
G0028,14.23684211,2885.94812419,0.0,2634.79489687
G0028,15.00000000,2775.68958169,0.0,2634.79489687
G0029,0.50000000,3127.57600320,0.0,2687.49077157
G0029,1.26315789,2749.14823351,0.0,2687.49077157
G0029,2.02631579,2910.21395127,0.0,2687.49077157
G0029,2.78947368,2983.16220598,0.0,2687.49077157
G0029,3.55263158,2916.98035553,0.0,2687.49077157
G0029,4.31578947,2814.66668937,0.0,2687.49077157
G0029,5.07894737,2804.97521614,0.0,2687.49077157
G0029,5.84210526,2994.66290285,0.0,2687.49077157
G0029,6.60526316,2781.21025702,0.0,2687.49077157
G0029,7.36842105,3027.04250528,0.0,2687.49077157
G0029,8.13157895,2708.83128818,0.0,2687.49077157
G0029,8.89473684,2850.92515482,0.0,2687.49077157
G0029,9.65789474,2937.61682661,0.0,2687.49077157
G0029,10.42105263,2748.70995942,0.0,2687.49077157
G0029,11.18421053,3027.88820196,0.0,2687.49077157
G0029,11.94736842,2929.57576794,0.0,2687.49077157
G0029,12.71052632,2780.39020712,0.0,2687.49077157
G0029,13.47368421,2709.60250108,0.0,2687.49077157
G0029,14.23684211,2702.75542761,0.0,2687.49077157
G0029,15.00000000,2939.77615646,0.0,2687.49077157
G0030,0.50000000,2816.85584578,0.0,2740.18614310
G0030,1.26315789,2785.75463320,0.0,2740.18614310
G0030,2.02631579,2955.22394077,0.0,2740.18614310
G0030,2.78947368,3330.25217834,0.0,2740.18614310
G0030,3.55263158,3031.27915468,0.0,2740.18614310
G0030,4.31578947,3103.83813466,0.0,2740.18614310
G0030,5.07894737,3021.58894476,0.0,2740.18614310
G0030,5.84210526,3106.83739201,0.0,2740.18614310
G0030,6.60526316,2789.01215123,0.0,2740.18614310
G0030,7.36842105,2925.43277320,0.0,2740.18614310
G0030,8.13157895,3028.85899226,0.0,2740.18614310
G0030,8.89473684,2987.11141211,0.0,2740.18614310
G0030,9.65789474,2961.08881935,0.0,2740.18614310
G0030,10.42105263,2890.24831264,0.0,2740.18614310
G0030,11.18421053,2951.16422971,0.0,2740.18614310
G0030,11.94736842,2874.05535042,0.0,2740.18614310
G0030,12.71052632,2627.75120702,0.0,2740.18614310
G0030,13.47368421,2811.22333077,0.0,2740.18614310
G0030,14.23684211,3060.89490275,0.0,2740.18614310
G0030,15.00000000,3222.55657633,0.0,2740.18614310
G0031,0.50000000,3323.61059545,0.0,2792.88259069
G0031,1.26315789,3062.02725572,0.0,2792.88259069
G0031,2.02631579,3183.40550429,0.0,2792.88259069
G0031,2.78947368,3185.62915247,0.0,2792.88259069
G0031,3.55263158,2941.81016810,0.0,2792.88259069
G0031,4.31578947,2788.58035317,0.0,2792.88259069
G0031,5.07894737,3051.99186965,0.0,2792.88259069
G0031,5.84210526,2778.78924630,0.0,2792.88259069
G0031,6.60526316,2998.53989780,0.0,2792.88259069
G0031,7.36842105,3139.94107175,0.0,2792.88259069
G0031,8.13157895,2830.91786984,0.0,2792.88259069
G0031,8.89473684,3052.20640841,0.0,2792.88259069
G0031,9.65789474,3236.22022159,0.0,2792.88259069
G0031,10.42105263,3102.36733569,0.0,2792.88259069
G0031,11.18421053,3126.86891891,0.0,2792.88259069
G0031,11.94736842,3185.44060214,0.0,2792.88259069
G0031,12.71052632,3311.32742859,0.0,2792.88259069
G0031,13.47368421,3070.35721518,0.0,2792.88259069
G0031,14.23684211,3234.61776769,0.0,2792.88259069
G0031,15.00000000,3037.50864834,0.0,2792.88259069
G0032,0.50000000,3019.99495547,0.0,2845.57848862
G0032,1.26315789,3153.65422202,0.0,2845.57848862
G0032,2.02631579,3010.73587043,0.0,2845.57848862
G0032,2.78947368,3015.80964759,0.0,2845.57848862
G0032,3.55263158,3010.43660324,0.0,2845.57848862
G0032,4.31578947,2748.44215060,0.0,2845.57848862
G0032,5.07894737,3121.15934511,0.0,2845.57848862
G0032,5.84210526,2908.58505788,0.0,2845.57848862
G0032,6.60526316,3088.12934255,0.0,2845.57848862
G0032,7.36842105,3329.87352967,0.0,2845.57848862
G0032,8.13157895,3023.90208920,0.0,2845.57848862
G0032,8.89473684,3020.64069682,0.0,2845.57848862
G0032,9.65789474,3316.51374777,0.0,2845.57848862
G0032,10.42105263,3189.58970995,0.0,2845.57848862
G0032,11.18421053,3256.37687591,0.0,2845.57848862
G0032,11.94736842,3049.62661659,0.0,2845.57848862
G0032,12.71052632,3220.91345628,0.0,2845.57848862
G0032,13.47368421,2998.26151868,0.0,2845.57848862
G0032,14.23684211,2999.83981328,0.0,2845.57848862
G0032,15.00000000,3197.34211898,0.0,2845.57848862
G0033,0.50000000,3067.66655457,0.0,2898.27438656
G0033,1.26315789,3283.56975177,0.0,2898.27438656
G0033,2.02631579,3540.43618900,0.0,2898.27438656
G0033,2.78947368,2895.67353521,0.0,2898.27438656
G0033,3.55263158,3043.34370544,0.0,2898.27438656
G0033,4.31578947,3339.38832252,0.0,2898.27438656
G0033,5.07894737,3139.33878745,0.0,2898.27438656
G0033,5.84210526,3345.86208484,0.0,2898.27438656
G0033,6.60526316,3002.57247586,0.0,2898.27438656
G0033,7.36842105,3214.66777473,0.0,2898.27438656
G0033,8.13157895,3138.47261615,0.0,2898.27438656
G0033,8.89473684,3184.47222022,0.0,2898.27438656
G0033,9.65789474,3214.63169967,0.0,2898.27438656
G0033,10.42105263,2969.37771687,0.0,2898.27438656
G0033,11.18421053,2992.44161147,0.0,2898.27438656
G0033,11.94736842,3383.51756337,0.0,2898.27438656
G0033,12.71052632,3208.63881866,0.0,2898.27438656
G0033,13.47368421,3179.09249182,0.0,2898.27438656
G0033,14.23684211,3155.30883463,0.0,2898.27438656
G0033,15.00000000,3218.65197910,0.0,2898.27438656
G0034,0.50000000,3033.68088677,0.0,2950.97028450
G0034,1.26315789,3058.94152530,0.0,2950.97028450
G0034,2.02631579,3429.78467954,0.0,2950.97028450
G0034,2.78947368,3244.12721604,0.0,2950.97028450
G0034,3.55263158,3356.66243363,0.0,2950.97028450
G0034,4.31578947,3122.26856809,0.0,2950.97028450
G0034,5.07894737,3441.41082055,0.0,2950.97028450
G0034,5.84210526,3275.35953264,0.0,2950.97028450
G0034,6.60526316,3297.24874725,0.0,2950.97028450
G0034,7.36842105,3308.11282987,0.0,2950.97028450
G0034,8.13157895,3091.46415153,0.0,2950.97028450
G0034,8.89473684,2919.41367693,0.0,2950.97028450
G0034,9.65789474,3046.74255404,0.0,2950.97028450
G0034,10.42105263,3482.26934158,0.0,2950.97028450
G0034,11.18421053,3429.16901425,0.0,2950.97028450
G0034,11.94736842,3163.92320423,0.0,2950.97028450
G0034,12.71052632,3171.20714368,0.0,2950.97028450
G0034,13.47368421,3386.65543040,0.0,2950.97028450
G0034,14.23684211,3192.66153436,0.0,2950.97028450
G0034,15.00000000,3010.60748501,0.0,2950.97028450
G0035,0.50000000,3484.64586875,0.0,3003.66618244
G0035,1.26315789,3355.46171685,0.0,3003.66618244
G0035,2.02631579,2864.93339566,0.0,3003.66618244
G0035,2.78947368,3225.94915488,0.0,3003.66618244
G0035,3.55263158,3300.81187439,0.0,3003.66618244
G0035,4.31578947,3356.12835430,0.0,3003.66618244
G0035,5.07894737,3302.20159826,0.0,3003.66618244
G0035,5.84210526,3173.09471260,0.0,3003.66618244
G0035,6.60526316,3258.30089543,0.0,3003.66618244
G0035,7.36842105,3325.57658072,0.0,3003.66618244
G0035,8.13157895,3233.35349329,0.0,3003.66618244
G0035,8.89473684,3216.32862940,0.0,3003.66618244
G0035,9.65789474,3482.44040497,0.0,3003.66618244
G0035,10.42105263,3122.15514676,0.0,3003.66618244
G0035,11.18421053,3220.00527501,0.0,3003.66618244
G0035,11.94736842,2944.41876832,0.0,3003.66618244
G0035,12.71052632,3365.91479520,0.0,3003.66618244
G0035,13.47368421,3412.99187080,0.0,3003.66618244
G0035,14.23684211,3367.14653552,0.0,3003.66618244
G0035,15.00000000,3427.64258124,0.0,3003.66618244
G0036,0.50000000,3408.24821566,0.0,3056.36135130
G0036,1.26315789,3391.87595855,0.0,3056.36135130
G0036,2.02631579,3413.79064970,0.0,3056.36135130
G0036,2.78947368,3290.19498527,0.0,3056.36135130
G0036,3.55263158,3532.90527242,0.0,3056.36135130
G0036,4.31578947,3276.64522714,0.0,3056.36135130
G0036,5.07894737,3090.93549272,0.0,3056.36135130
G0036,5.84210526,3476.45698778,0.0,3056.36135130
G0036,6.60526316,3643.34852462,0.0,3056.36135130
G0036,7.36842105,3174.67158961,0.0,3056.36135130
G0036,8.13157895,3317.81973314,0.0,3056.36135130
G0036,8.89473684,3220.47611295,0.0,3056.36135130
G0036,9.65789474,3271.30773730,0.0,3056.36135130
G0036,10.42105263,3342.45099522,0.0,3056.36135130
G0036,11.18421053,3127.70853122,0.0,3056.36135130
G0036,11.94736842,3288.47003789,0.0,3056.36135130
G0036,12.71052632,3090.33265694,0.0,3056.36135130
G0036,13.47368421,3240.02023546,0.0,3056.36135130
G0036,14.23684211,3137.00232248,0.0,3056.36135130
G0036,15.00000000,3158.17957667,0.0,3056.36135130
G0037,0.50000000,3100.54215159,0.0,3109.05797831
G0037,1.26315789,3599.07997070,0.0,3109.05797831
G0037,2.02631579,3478.60456646,0.0,3109.05797831
G0037,2.78947368,3067.03451835,0.0,3109.05797831
G0037,3.55263158,3291.03172683,0.0,3109.05797831
G0037,4.31578947,3278.54633781,0.0,3109.05797831
G0037,5.07894737,3275.06833211,0.0,3109.05797831
G0037,5.84210526,3146.85112899,0.0,3109.05797831
G0037,6.60526316,3520.21517156,0.0,3109.05797831
G0037,7.36842105,3325.11781626,0.0,3109.05797831
G0037,8.13157895,3471.66566586,0.0,3109.05797831
G0037,8.89473684,3481.60615484,0.0,3109.05797831
G0037,9.65789474,3625.55499812,0.0,3109.05797831
G0037,10.42105263,3084.43542315,0.0,3109.05797831
G0037,11.18421053,3687.15113945,0.0,3109.05797831
G0037,11.94736842,3607.46914958,0.0,3109.05797831
G0037,12.71052632,3489.46097485,0.0,3109.05797831
G0037,13.47368421,3796.54989635,0.0,3109.05797831
G0037,14.23684211,3427.02854020,0.0,3109.05797831
G0037,15.00000000,3531.59505459,0.0,3109.05797831
G0038,0.50000000,3322.38999090,0.0,3161.75387625
G0038,1.26315789,3645.42034326,0.0,3161.75387625
G0038,2.02631579,3478.70539190,0.0,3161.75387625
G0038,2.78947368,3371.93089446,0.0,3161.75387625
G0038,3.55263158,3814.90378572,0.0,3161.75387625
G0038,4.31578947,3397.18320182,0.0,3161.75387625
G0038,5.07894737,3451.28591900,0.0,3161.75387625
G0038,5.84210526,3415.72904736,0.0,3161.75387625
G0038,6.60526316,3319.41337942,0.0,3161.75387625
G0038,7.36842105,3541.39549347,0.0,3161.75387625
G0038,8.13157895,3577.12414894,0.0,3161.75387625
G0038,8.89473684,3510.88241079,0.0,3161.75387625
G0038,9.65789474,3042.58632557,0.0,3161.75387625
G0038,10.42105263,3623.62470594,0.0,3161.75387625
G0038,11.18421053,3389.34557967,0.0,3161.75387625
G0038,11.94736842,3239.95641002,0.0,3161.75387625
G0038,12.71052632,3553.81609653,0.0,3161.75387625
G0038,13.47368421,3546.84214644,0.0,3161.75387625
G0038,14.23684211,3269.83988382,0.0,3161.75387625
G0038,15.00000000,3876.22261728,0.0,3161.75387625
G0039,0.50000000,3295.13006322,0.0,3214.44878135
G0039,1.26315789,3203.34942313,0.0,3214.44878135
G0039,2.02631579,3304.85482168,0.0,3214.44878135
G0039,2.78947368,3756.40865925,0.0,3214.44878135
G0039,3.55263158,3476.41469991,0.0,3214.44878135
G0039,4.31578947,3442.00855065,0.0,3214.44878135
G0039,5.07894737,3496.35326096,0.0,3214.44878135
G0039,5.84210526,3402.62959692,0.0,3214.44878135
G0039,6.60526316,3386.20696958,0.0,3214.44878135
G0039,7.36842105,3394.80814372,0.0,3214.44878135
G0039,8.13157895,3631.40237592,0.0,3214.44878135
G0039,8.89473684,3686.20327389,0.0,3214.44878135
G0039,9.65789474,3322.22955589,0.0,3214.44878135
G0039,10.42105263,3549.20506084,0.0,3214.44878135
G0039,11.18421053,3645.47553145,0.0,3214.44878135
G0039,11.94736842,3317.55449451,0.0,3214.44878135
G0039,12.71052632,3419.12198536,0.0,3214.44878135
G0039,13.47368421,3325.21570152,0.0,3214.44878135
G0039,14.23684211,3280.85519225,0.0,3214.44878135
G0039,15.00000000,3525.11634958,0.0,3214.44878135
G0040,0.50000000,3433.54299231,0.0,3267.14567212
G0040,1.26315789,3677.24021328,0.0,3267.14567212
G0040,2.02631579,3559.50527338,0.0,3267.14567212
G0040,2.78947368,3638.29501744,0.0,3267.14567212
G0040,3.55263158,3512.65359605,0.0,3267.14567212
G0040,4.31578947,3451.56903664,0.0,3267.14567212
G0040,5.07894737,3548.58801234,0.0,3267.14567212
G0040,5.84210526,3563.85886476,0.0,3267.14567212
G0040,6.60526316,3438.93946617,0.0,3267.14567212
G0040,7.36842105,3640.78465620,0.0,3267.14567212
G0040,8.13157895,3697.82053921,0.0,3267.14567212
G0040,8.89473684,3592.92562352,0.0,3267.14567212
G0040,9.65789474,3870.15763998,0.0,3267.14567212
G0040,10.42105263,3452.04285830,0.0,3267.14567212
G0040,11.18421053,3657.53914986,0.0,3267.14567212
G0040,11.94736842,3491.89750639,0.0,3267.14567212
G0040,12.71052632,3606.56913105,0.0,3267.14567212
G0040,13.47368421,3416.82129342,0.0,3267.14567212
G0040,14.23684211,3763.50612979,0.0,3267.14567212
G0040,15.00000000,3596.12288295,0.0,3267.14567212
G0041,0.50000000,3838.17542276,0.0,3319.84086115
G0041,1.26315789,3392.93988095,0.0,3319.84086115
G0041,2.02631579,3532.86366199,0.0,3319.84086115
G0041,2.78947368,3460.59070519,0.0,3319.84086115
G0041,3.55263158,3525.90412323,0.0,3319.84086115
G0041,4.31578947,3496.80520812,0.0,3319.84086115
G0041,5.07894737,3600.41387808,0.0,3319.84086115
G0041,5.84210526,3619.12165055,0.0,3319.84086115
G0041,6.60526316,3614.82245811,0.0,3319.84086115
G0041,7.36842105,3521.63313229,0.0,3319.84086115
G0041,8.13157895,3656.19031850,0.0,3319.84086115
G0041,8.89473684,3780.83002636,0.0,3319.84086115
G0041,9.65789474,3458.83214752,0.0,3319.84086115
G0041,10.42105263,3622.40626072,0.0,3319.84086115
G0041,11.18421053,3608.83017325,0.0,3319.84086115
G0041,11.94736842,3707.07008892,0.0,3319.84086115
G0041,12.71052632,3610.67974684,0.0,3319.84086115
G0041,13.47368421,3619.40823175,0.0,3319.84086115
G0041,14.23684211,3442.74571690,0.0,3319.84086115
G0041,15.00000000,3626.17615130,0.0,3319.84086115
G0042,0.50000000,3510.12645688,0.0,3372.53746800
G0042,1.26315789,3774.62418773,0.0,3372.53746800
G0042,2.02631579,3660.75032863,0.0,3372.53746800
G0042,2.78947368,3687.07471051,0.0,3372.53746800
G0042,3.55263158,3515.77377830,0.0,3372.53746800
G0042,4.31578947,3827.62227448,0.0,3372.53746800
G0042,5.07894737,3807.11808066,0.0,3372.53746800
G0042,5.84210526,3838.25053544,0.0,3372.53746800
G0042,6.60526316,4089.55150241,0.0,3372.53746800
G0042,7.36842105,3670.07839034,0.0,3372.53746800
G0042,8.13157895,3901.15183169,0.0,3372.53746800
G0042,8.89473684,3656.95856276,0.0,3372.53746800
G0042,9.65789474,3752.24824175,0.0,3372.53746800
G0042,10.42105263,3746.95863791,0.0,3372.53746800
G0042,11.18421053,3728.42273895,0.0,3372.53746800
G0042,11.94736842,3800.85189884,0.0,3372.53746800
G0042,12.71052632,3623.82091507,0.0,3372.53746800
G0042,13.47368421,3687.27228759,0.0,3372.53746800
G0042,14.23684211,3778.23132756,0.0,3372.53746800
G0042,15.00000000,4001.32378442,0.0,3372.53746800
G0043,0.50000000,3579.83289933,0.0,3425.23254771
G0043,1.26315789,3399.73993076,0.0,3425.23254771
G0043,2.02631579,3646.78011863,0.0,3425.23254771
G0043,2.78947368,3754.04142915,0.0,3425.23254771
G0043,3.55263158,3769.93378014,0.0,3425.23254771
G0043,4.31578947,3754.46922188,0.0,3425.23254771
G0043,5.07894737,3958.25559911,0.0,3425.23254771
G0043,5.84210526,3919.62371617,0.0,3425.23254771
G0043,6.60526316,3728.03094230,0.0,3425.23254771
G0043,7.36842105,3649.49678521,0.0,3425.23254771
G0043,8.13157895,3672.58137099,0.0,3425.23254771
G0043,8.89473684,3670.65757737,0.0,3425.23254771
G0043,9.65789474,3695.08129706,0.0,3425.23254771
G0043,10.42105263,3443.36882295,0.0,3425.23254771
G0043,11.18421053,3651.08630305,0.0,3425.23254771
G0043,11.94736842,3657.84336295,0.0,3425.23254771
G0043,12.71052632,3701.94269423,0.0,3425.23254771
G0043,13.47368421,3689.71826098,0.0,3425.23254771
G0043,14.23684211,3862.80974033,0.0,3425.23254771
G0043,15.00000000,3637.83730891,0.0,3425.23254771
G0044,0.50000000,3711.51892415,0.0,3477.92926387
G0044,1.26315789,3897.55884123,0.0,3477.92926387
G0044,2.02631579,3750.08533922,0.0,3477.92926387
G0044,2.78947368,3835.80258903,0.0,3477.92926387
G0044,3.55263158,3921.73071177,0.0,3477.92926387
G0044,4.31578947,3874.79627460,0.0,3477.92926387
G0044,5.07894737,3842.19817944,0.0,3477.92926387
G0044,5.84210526,3757.46102724,0.0,3477.92926387
G0044,6.60526316,3924.11350153,0.0,3477.92926387
G0044,7.36842105,3828.04145165,0.0,3477.92926387
G0044,8.13157895,3698.94411762,0.0,3477.92926387
G0044,8.89473684,3766.11916082,0.0,3477.92926387
G0044,9.65789474,3563.60939318,0.0,3477.92926387
G0044,10.42105263,3612.29077364,0.0,3477.92926387
G0044,11.18421053,3437.47651095,0.0,3477.92926387
G0044,11.94736842,3665.72528309,0.0,3477.92926387
G0044,12.71052632,4048.13511926,0.0,3477.92926387
G0044,13.47368421,3689.14685859,0.0,3477.92926387
G0044,14.23684211,3944.15855615,0.0,3477.92926387
G0044,15.00000000,3794.07862839,0.0,3477.92926387
G0045,0.50000000,3717.29541981,0.0,3530.62516181
G0045,1.26315789,4109.99711759,0.0,3530.62516181
G0045,2.02631579,3964.36866671,0.0,3530.62516181
G0045,2.78947368,3514.81228956,0.0,3530.62516181
G0045,3.55263158,4052.81514488,0.0,3530.62516181
G0045,4.31578947,3645.21199327,0.0,3530.62516181
G0045,5.07894737,3817.96088510,0.0,3530.62516181
G0045,5.84210526,3980.91544957,0.0,3530.62516181
G0045,6.60526316,3794.47399537,0.0,3530.62516181
G0045,7.36842105,4067.75059505,0.0,3530.62516181
G0045,8.13157895,3998.85727210,0.0,3530.62516181
G0045,8.89473684,3548.50484005,0.0,3530.62516181
G0045,9.65789474,3761.23291822,0.0,3530.62516181
G0045,10.42105263,3906.55978253,0.0,3530.62516181
G0045,11.18421053,3741.47781561,0.0,3530.62516181
G0045,11.94736842,3810.57181658,0.0,3530.62516181
G0045,12.71052632,4006.27688712,0.0,3530.62516181
G0045,13.47368421,3913.24485884,0.0,3530.62516181
G0045,14.23684211,3674.90737551,0.0,3530.62516181
G0045,15.00000000,3885.86033695,0.0,3530.62516181
G0046,0.50000000,3790.03480888,0.0,3583.32001996
G0046,1.26315789,3672.17170327,0.0,3583.32001996
G0046,2.02631579,3688.81472066,0.0,3583.32001996
G0046,2.78947368,3965.82097052,0.0,3583.32001996
G0046,3.55263158,3904.22926401,0.0,3583.32001996
G0046,4.31578947,3910.78695103,0.0,3583.32001996
G0046,5.07894737,3685.65699249,0.0,3583.32001996
G0046,5.84210526,3873.76940814,0.0,3583.32001996
G0046,6.60526316,3706.97309530,0.0,3583.32001996
G0046,7.36842105,3728.62784561,0.0,3583.32001996
G0046,8.13157895,3877.44509577,0.0,3583.32001996
G0046,8.89473684,3639.29128809,0.0,3583.32001996
G0046,9.65789474,4040.55765885,0.0,3583.32001996
G0046,10.42105263,4395.87652322,0.0,3583.32001996
G0046,11.18421053,3999.41874595,0.0,3583.32001996
G0046,11.94736842,3705.85187778,0.0,3583.32001996
G0046,12.71052632,3856.71206645,0.0,3583.32001996
G0046,13.47368421,3605.65836809,0.0,3583.32001996
G0046,14.23684211,3835.90629478,0.0,3583.32001996
G0046,15.00000000,4008.89800867,0.0,3583.32001996
G0047,0.50000000,4084.13204755,0.0,3636.01600585
G0047,1.26315789,3762.56348526,0.0,3636.01600585
G0047,2.02631579,4026.55991147,0.0,3636.01600585
G0047,2.78947368,4196.60737838,0.0,3636.01600585
G0047,3.55263158,4315.36287991,0.0,3636.01600585
G0047,4.31578947,3828.21065355,0.0,3636.01600585
G0047,5.07894737,3795.79743998,0.0,3636.01600585
G0047,5.84210526,3978.01505369,0.0,3636.01600585
G0047,6.60526316,3386.40201400,0.0,3636.01600585
G0047,7.36842105,3861.88460081,0.0,3636.01600585
G0047,8.13157895,3913.47018426,0.0,3636.01600585
G0047,8.89473684,3876.10550413,0.0,3636.01600585
G0047,9.65789474,3653.04230286,0.0,3636.01600585
G0047,10.42105263,3918.51328822,0.0,3636.01600585
G0047,11.18421053,3813.17216075,0.0,3636.01600585
G0047,11.94736842,4117.47620185,0.0,3636.01600585
G0047,12.71052632,3785.03143243,0.0,3636.01600585
G0047,13.47368421,3911.21478726,0.0,3636.01600585
G0047,14.23684211,3921.01326880,0.0,3636.01600585
G0047,15.00000000,4079.80512949,0.0,3636.01600585
G0048,0.50000000,3512.38974295,0.0,3688.71176433
G0048,1.26315789,3956.17107317,0.0,3688.71176433
G0048,2.02631579,4177.57882311,0.0,3688.71176433
G0048,2.78947368,3951.93238178,0.0,3688.71176433
G0048,3.55263158,3717.44256202,0.0,3688.71176433
G0048,4.31578947,4090.44028326,0.0,3688.71176433
G0048,5.07894737,4092.47049817,0.0,3688.71176433
G0048,5.84210526,3970.28485903,0.0,3688.71176433
G0048,6.60526316,3791.32454577,0.0,3688.71176433
G0048,7.36842105,3875.66662873,0.0,3688.71176433
G0048,8.13157895,3961.57796392,0.0,3688.71176433
G0048,8.89473684,3848.52842264,0.0,3688.71176433
G0048,9.65789474,3638.30829783,0.0,3688.71176433
G0048,10.42105263,3869.90893831,0.0,3688.71176433
G0048,11.18421053,4012.29192883,0.0,3688.71176433
G0048,11.94736842,3922.67835783,0.0,3688.71176433
G0048,12.71052632,4009.50905743,0.0,3688.71176433
G0048,13.47368421,4041.55200663,0.0,3688.71176433
G0048,14.23684211,4205.14015593,0.0,3688.71176433
G0048,15.00000000,4468.20544519,0.0,3688.71176433
G0049,0.50000000,4231.57683345,0.0,3741.40768971
G0049,1.26315789,3795.57456848,0.0,3741.40768971
G0049,2.02631579,3539.90222201,0.0,3741.40768971
G0049,2.78947368,4062.93224494,0.0,3741.40768971
G0049,3.55263158,4096.78411934,0.0,3741.40768971
G0049,4.31578947,3845.06226501,0.0,3741.40768971
G0049,5.07894737,4137.73763556,0.0,3741.40768971
G0049,5.84210526,3925.67244249,0.0,3741.40768971
G0049,6.60526316,4164.40215997,0.0,3741.40768971
G0049,7.36842105,4015.77125395,0.0,3741.40768971
G0049,8.13157895,4163.33932683,0.0,3741.40768971
G0049,8.89473684,3726.40827713,0.0,3741.40768971
G0049,9.65789474,3992.71722106,0.0,3741.40768971
G0049,10.42105263,4051.88295217,0.0,3741.40768971
G0049,11.18421053,3791.38087464,0.0,3741.40768971
