galaxy,r_kpc,g_bar,g_obs,log_g_bar,log_g_obs
G0040,9.657894736842106,3.581821877563032e-08,5.0260209843077103e-08,-7.445896015224823,-7.298775702502293
G0040,10.421052631578949,3.319516740064729e-08,3.70587036775518e-08,-7.478925136898246,-7.431109776477796
G0040,11.18421052631579,3.09300853897796e-08,3.8763420137561614e-08,-7.509618881023044,-7.4115779116692195
G0040,11.947368421052632,2.895437508955139e-08,3.3075024485314434e-08,-7.538285803829837,-7.480499825633794
G0040,12.710526315789474,2.72159136452512e-08,3.3164575525316936e-08,-7.565177081724245,-7.47932555688188
G0040,13.473684210526317,2.5674387286438144e-08,2.8080679993634182e-08,-7.590499911948564,-7.551592379665189
G0040,14.23684210526316,2.4298126230418357e-08,3.22419308208201e-08,-7.614427216079303,-7.491578958190802
G0040,15.0,2.306190577308128e-08,2.7940054115188852e-08,-7.637104806645224,-7.553772757065604
G0041,0.5,7.143548250945006e-07,9.548366729310791e-07,-6.146086017490889,-6.020070909160734
G0041,1.263157894736842,2.8276545159990653e-07,2.953548747090936e-07,-6.548573653913647,-6.529655856897653
G0041,2.026315789473684,1.7626937242591577e-07,1.996163369286745e-07,-6.753823141710542,-6.699803918220833
G0041,2.7894736842105265,1.2804473279995765e-07,1.3913220248929641e-07,-6.89263828180283,-6.856572339851183
G0041,3.5526315789473686,1.0053882723552233e-07,1.1340710926172469e-07,-6.997666185033066,-6.945359719549281
G0041,4.315789473684211,8.276061998046045e-08,9.181889967956849e-08,-7.082176264585757,-7.037067915947639
G0041,5.078947368421053,7.03250864082669e-08,8.271429958930837e-08,-7.152889725545833,-7.082419403435496
G0041,5.842105263157895,6.113847602160141e-08,7.265850201205322e-08,-7.213685390988698,-7.138713560156287
G0041,6.605263157894737,5.4074668035041885e-08,6.411110666127682e-08,-7.267006138019098,-7.193066726427175
G0041,7.36842105263158,4.847407741712684e-08,5.4546041987361915e-08,-7.314490447880279,-7.263236757548823
G0041,8.131578947368421,4.392473034561655e-08,5.3276067522017126e-08,-7.357290895962895,-7.273467839327952
G0041,8.894736842105264,4.015604046389205e-08,5.208236033230153e-08,-7.396249116815714,-7.283309342103732
G0041,9.657894736842106,3.6982947348216655e-08,4.0144491464761055e-08,-7.431998480790149,-7.396374039191898
G0041,10.421052631578949,3.4274600193928053e-08,4.08067659504563e-08,-7.465027602463572,-7.389267822906857
G0041,11.18421052631579,3.1935862768930625e-08,3.773783765523354e-08,-7.495721346588371,-7.42322298814841
G0041,11.947368421052632,2.9895906777082626e-08,3.727681454818252e-08,-7.524388269395164,-7.428561206920378
G0041,12.710526315789474,2.8100914444711204e-08,3.3240217783928865e-08,-7.551279547289572,-7.478336139459265
G0041,13.473684210526317,2.6509261087491237e-08,3.150926190438273e-08,-7.576602377513891,-7.501561769933207
G0041,14.23684210526316,2.5088247092043456e-08,2.698023199206809e-08,-7.600529681644629,-7.568954320326018
G0041,15.0,2.381182750315002e-08,2.8409002852917047e-08,-7.623207272210551,-7.546544009609543
G0042,0.5,7.372130544735245e-07,7.985920382055139e-07,-6.132406982954295,-6.097675023944646
G0042,1.263157894736842,2.918135007291035e-07,3.6554365600829283e-07,-6.534894619377054,-6.437060748853013
G0042,2.026315789473684,1.819097147402204e-07,2.143297939098267e-07,-6.740144107173949,-6.668917453637385
G0042,2.7894736842105265,1.32141962594311e-07,1.579396101351489e-07,-6.878959247266237,-6.801508938352603
G0042,3.5526315789473686,1.0375591137034789e-07,1.1275638099585565e-07,-6.983987150496473,-6.947858871597458
G0042,4.315789473684211,8.540882948168881e-08,1.1001384660081137e-07,-7.068497230049164,-6.958552650079295
G0042,5.078947368421053,7.25753784196734e-08,9.248439000513681e-08,-7.13921069100924,-7.033931563549887
G0042,5.842105263157895,6.30948109684548e-08,8.17234543358688e-08,-7.200006356452105,-7.087653284632586
G0042,6.605263157894737,5.580497225098392e-08,8.2056066376517e-08,-7.253327103482505,-7.085889306183627
G0042,7.36842105263158,5.0025171553560586e-08,5.924145292842674e-08,-7.300811413343686,-7.227374298714967
G0042,8.131578947368421,4.5330252540443255e-08,6.065411614526377e-08,-7.343611861426301,-7.217139721450052
G0042,8.894736842105264,4.1440970517742494e-08,4.8725514083098954e-08,-7.382570082279122,-7.312243570121571
G0042,9.657894736842106,3.8166343419610255e-08,4.724437551250783e-08,-7.418319446253556,-7.325649887245248
G0042,10.421052631578949,3.5371333421709504e-08,4.366119956974179e-08,-7.451348567926979,-7.359904336438085
G0042,11.18421052631579,3.29577600823458e-08,4.0280459617285793e-08,-7.482042312051778,-7.394905582604214
G0042,11.947368421052632,3.085252871144706e-08,3.91867362347717e-08,-7.51070923485857,-7.406860906316604
G0042,12.710526315789474,2.900009945133947e-08,3.3482615462582814e-08,-7.537600512752979,-7.475180624854343
G0042,13.473684210526317,2.7357515693353447e-08,3.270193938783003e-08,-7.562923342977298,-7.485426490750812
G0042,14.23684210526316,2.58910314879796e-08,3.249472573495865e-08,-7.586850647108036,-7.488187124254587
G0042,15.0,2.4573768482450814e-08,3.4591196709036614e-08,-7.609528237673958,-7.46103441297434
G0043,0.5,7.604305827740897e-07,8.306249276364106e-07,-6.118940425127294,-6.0805950395486885
G0043,1.263157894736842,3.010037723480772e-07,2.9653994756681105e-07,-6.521428061550052,-6.5279167935671145
G0043,2.026315789473684,1.8763871522997021e-07,2.1269705818855402e-07,-6.726677549346946,-6.672238516779514
G0043,2.7894736842105265,1.3630359502554438e-07,1.637288865817601e-07,-6.865492689439234,-6.785874691532981
G0043,3.5526315789473686,1.0702356350153857e-07,1.296482701546909e-07,-6.97052059266947,-6.88723327347453
G0043,4.315789473684211,8.809866507748602e-08,1.0584888810642847e-07,-7.055030672222163,-6.975313699683103
G0043,5.078947368421053,7.486104182750107e-08,9.997315822159248e-08,-7.125744133182239,-7.000116588010316
G0043,5.842105263157895,6.50818967239086e-08,8.522535727636056e-08,-7.186539798625103,-7.069431169473355
G0043,6.605263157894737,5.7562474393257785e-08,6.818963198346686e-08,-7.239860545655502,-7.166281653417823
G0043,7.36842105263158,5.16006466882418e-08,5.857887015957766e-08,-7.287344855516683,-7.232259009031901
G0043,8.131578947368421,4.6757867549215873e-08,5.37548217315627e-08,-7.330145303599299,-7.269582574063681
G0043,8.894736842105264,4.274609784824765e-08,4.9091250655764715e-08,-7.369103524452119,-7.308995903610487
G0043,9.657894736842106,3.9368340797568686e-08,4.5815769279778484e-08,-7.404852888426554,-7.338985016920469
G0043,10.421052631578949,3.648530573916087e-08,3.68727009754545e-08,-7.437882010099977,-7.433295048567683
G0043,11.18421052631579,3.399572017107695e-08,3.862676335775112e-08,-7.468575754224776,-7.413111681054217
G0043,11.947368421052632,3.182418738481873e-08,3.629337923605955e-08,-7.497242677031568,-7.440172593242016
G0043,12.710526315789474,2.9913418369995246e-08,3.494180244534974e-08,-7.524133954925976,-7.45665469603657
G0043,13.473684210526317,2.8219103657632237e-08,3.2745339819167395e-08,-7.549456785150295,-7.484850498262406
G0043,14.23684210526316,2.6706434515171355e-08,3.396584489214413e-08,-7.573384089281034,-7.468957577969109
G0043,15.0,2.5347686092469656e-08,2.859201356095037e-08,-7.596061679846956,-7.54375525885618
G0044,0.5,7.840088050016291e-07,8.928588527309559e-07,-6.105679059838333,-6.049217190971564
G0044,1.263157894736842,3.1033681864647816e-07,3.897419690367574e-07,-6.508166696261091,-6.409222825052411
G0044,2.026315789473684,1.934567181172851e-07,2.249182149561934e-07,-6.713416184057985,-6.647975371889255
G0044,2.7894736842105265,1.4052988014180146e-07,1.7093841869495107e-07,-6.8522313241502735,-6.7671603178990125
G0044,3.5526315789473686,1.1034197996319225e-07,1.4029907943715132e-07,-6.95725922738051,-6.852945178555938
G0044,4.315789473684211,9.083028838433508e-08,1.1274231558740257e-07,-7.041769306933201,-6.947913049553938
G0044,5.078947368421053,7.718221396389095e-08,9.419660843429167e-08,-7.112482767893277,-7.025964733776003
G0044,5.842105263157895,6.709985268031961e-08,7.831934495780031e-08,-7.173278433336142,-7.106130953513428
G0044,6.605263157894737,5.934728005988426e-08,7.555138860888237e-08,-7.226599180366541,-7.121757549066412
G0044,7.36842105263158,5.320059748225339e-08,6.445079575534172e-08,-7.274083490227722,-7.190771716169067
G0044,8.131578947368421,4.820766114896749e-08,5.45293238308653e-08,-7.316883938310339,-7.263369887575322
G0044,8.894736842105264,4.407150087287263e-08,5.1677853368064566e-08,-7.355842159163158,-7.28669553467564
G0044,9.657894736842106,4.05890117030816e-08,4.2613497192492256e-08,-7.391591523137593,-7.370452822779665
G0044,10.421052631578949,3.761658407836098e-08,4.0579180227504374e-08,-7.424620644811016,-7.391696730744452
G0044,11.18421052631579,3.5049805400072825e-08,3.4239199292632175e-08,-7.455314388935815,-7.465476400153107
G0044,11.947368421052632,3.2810941178482276e-08,3.644995768464085e-08,-7.483981311742608,-7.438302971525366
G0044,12.710526315789474,3.0840926076668646e-08,4.1782644206153966e-08,-7.510872589637016,-7.37900407924791
G0044,13.473684210526317,2.9094076748107324e-08,3.2735198493796536e-08,-7.536195419861334,-7.484985021337397
G0044,14.23684210526316,2.7534505166415805e-08,3.5411515786388976e-08,-7.560122723992073,-7.450855482912178
G0044,15.0,2.6133626833387638e-08,3.1100749101829035e-08,-7.582800314557994,-7.507229150302015
G0045,0.5,8.079466312333133e-07,8.956402524487058e-07,-6.092617325520417,-6.047866396308372
G0045,1.263157894736842,3.198122081965199e-07,4.333859708821902e-07,-6.495104961943175,-6.363125151315841
G0045,2.026315789473684,1.9936345446016821e-07,2.5135665958430064e-07,-6.70035444974007,-6.599709603841917
G0045,2.7894736842105265,1.4482062257955614e-07,1.435262899128899e-07,-6.839169589832358,-6.843068541310837
G0045,3.5526315789473686,1.137110073587626e-07,1.4983486251264646e-07,-6.944197493062594,-6.824387126320613
G0045,4.315789473684211,9.360357313068875e-08,9.977799768685966e-08,-7.028707572615286,-7.000965215593
G0045,5.078947368421053,7.953878753074068e-08,9.301193767962981e-08,-7.099421033575362,-7.031461308051725
G0045,5.842105263157895,6.91485855560043e-08,8.791155954321537e-08,-7.1602166990182265,-7.05595401553192
G0045,6.605263157894737,6.115930674674484e-08,7.06419195238318e-08,-7.213537446048626,-7.150937508364776
G0045,7.36842105263158,5.482494997654625e-08,7.277524139812564e-08,-7.261021755909807,-7.138016345316152
G0045,8.131578947368421,4.967956632178949e-08,6.373036107183616e-08,-7.303822203992422,-7.1956536209668345
G0045,8.894736842105264,4.5417118323766135e-08,4.5878282897904726e-08,-7.342780424845243,-7.338392844953856
G0045,9.657894736842106,4.1828299709626576e-08,4.747089764013532e-08,-7.378529788819677,-7.323572556011329
G0045,10.421052631578949,3.87651161450327e-08,4.7459899589357525e-08,-7.411558910493101,-7.323673184952099
G0045,11.18421052631579,3.6119967043371655e-08,4.0563037630926095e-08,-7.442252654617899,-7.391869529588138
G0045,11.947368421052632,3.3812744478927216e-08,3.9387416971739696e-08,-7.4709195774246915,-7.404642499305175
G0045,12.710526315789474,3.178257969654855e-08,4.092303581903765e-08,-7.4978108553191,-7.388032156226945
G0045,13.473684210526317,2.998239451842373e-08,3.68330037455205e-08,-7.523133685543419,-7.433762862820039
G0045,14.23684210526316,2.8375205163462013e-08,3.074174961840963e-08,-7.547060989674158,-7.512271418944358
G0045,15.0,2.693155437444377e-08,3.2623651611632525e-08,-7.569738580240079,-7.486467429377162
G0046,0.5,8.322439417873399e-07,9.310346577349504e-07,-6.079749357550574,-6.03103415211974
G0046,1.263157894736842,3.294298936241554e-07,3.459694678378751e-07,-6.482236993973332,-6.460962226451779
G0046,2.026315789473684,2.0535889472674621e-07,2.1762862138218407e-07,-6.687486481770226,-6.662283989070643
G0046,2.7894736842105265,1.4917580088640997e-07,1.8272307531962237e-07,-6.826301621862515,-6.738206603982064
G0046,3.5526315789473686,1.1713062884414413e-07,1.39049652452669e-07,-6.931329525092751,-6.8568300922948
G0046,4.315789473684211,9.641850545097233e-08,1.148464349076541e-07,-7.015839604645443,-6.939882481739868
G0046,5.078947368421053,8.193075074590391e-08,8.667733946601839e-08,-7.086553065605519,-7.062094427681709
G0046,5.842105263157895,7.12280851079255e-08,8.324297774374847e-08,-7.147348731048384,-7.079652392725813
G0046,6.605263157894737,6.29985453942608e-08,6.742146700271801e-08,-7.200669478078783,-7.171201802033766
G0046,7.36842105263158,5.6473696049855204e-08,6.114671035450235e-08,-7.248153787939964,-7.213626902704837
G0046,8.131578947368421,5.1173575708606666e-08,5.991918339374055e-08,-7.290954236022579,-7.222434114033707
G0046,8.894736842105264,4.678294347325283e-08,4.825585188160488e-08,-7.329912456875399,-7.316450013184726
G0046,9.657894736842106,4.3086198621142935e-08,5.478347847280965e-08,-7.365661820849834,-7.261350395711386
G0046,10.421052631578949,3.9930896196867314e-08,6.009368489257812e-08,-7.398690942523257,-7.221171164609715
G0046,11.18421052631579,3.720619975049284e-08,4.6348734122692294e-08,-7.429384686648056,-7.333962122814781
G0046,11.947368421052632,3.482959227744374e-08,3.725231888535822e-08,-7.458051609454849,-7.428846688076219
G0046,12.710526315789474,3.273837452165519e-08,3.792454280855358e-08,-7.484942887349256,-7.421079646056569
G0046,13.473684210526317,3.0884052527264573e-08,3.127031393881471e-08,-7.510265717573575,-7.504867758628814
G0046,14.23684210526316,2.9228530303067388e-08,3.34943662853137e-08,-7.534193021704314,-7.475028234663295
G0046,15.0,2.7741464726244665e-08,3.4722278056289066e-08,-7.556870612270236,-7.459391789405091
G0047,0.5,8.569017369914151e-07,1.0811326941319255e-06,-6.067068976827255,-5.966120999115524
G0047,1.263157894736842,3.391902708924352e-07,3.632114132830446e-07,-6.469556613250012,-6.439840512992451
G0047,2.026315789473684,2.1144328575112846e-07,2.593048602786538e-07,-6.674806101046907,-6.586189342959079
G0047,2.7894736842105265,1.5359559436638572e-07,2.04608591579994e-07,-6.813621241139196,-6.68907613407722
G0047,3.5526315789473686,1.2060098520619917e-07,1.6987674308152676e-07,-6.918649144369431,-6.769866074001585
G0047,4.315789473684211,9.927520123681029e-08,1.1004767168323843e-07,-7.003159223922124,-6.958419141532428
G0047,5.078947368421053,8.435820208723776e-08,9.19351945766212e-08,-7.0738726848822,-7.036518200426891
G0047,5.842105263157895,7.33384369497157e-08,8.778350586128142e-08,-7.1346683503250645,-7.056587078471629
G0047,6.605263157894737,6.486507172444974e-08,5.626474533240497e-08,-7.187989097355464,-7.249763642509077
G0047,7.36842105263158,5.814690358156031e-08,6.559543320723186e-08,-7.235473407216645,-7.18312639540998
G0047,8.131578947368421,5.2689750818242354e-08,6.103776612421065e-08,-7.27827385529926,-7.2144013691829505
G0047,8.894736842105264,4.816903255277185e-08,5.4740345033617295e-08,-7.31723207615208,-7.261692469517714
G0047,9.657894736842106,4.4362760225713595e-08,4.477920615053679e-08,-7.352981440126515,-7.34892360989717
G0047,10.421052631578949,4.1113972229386075e-08,4.775078474556356e-08,-7.386010561799938,-7.321019486742696
G0047,11.18421052631579,3.8308548241969147e-08,4.21324727660621e-08,-7.416704305924737,-7.375383051266192
G0047,11.947368421052632,3.586152643796671e-08,4.598745692434957e-08,-7.4453712287315295,-7.337360605956707
G0047,12.710526315789474,3.37083499023538e-08,3.6527916512090174e-08,-7.472262506625937,-7.4373750984726525
G0047,13.473684210526317,3.179908789616579e-08,3.679479798956069e-08,-7.497585336850256,-7.434213577090696
G0047,14.23684210526316,3.009451571688888e-08,3.4997128351697814e-08,-7.521512640980995,-7.455967589711911
G0047,15.0,2.8563391233047174e-08,3.5961436794550336e-08,-7.544190231546917,-7.444162964895447
G0048,0.5,8.819193919730989e-07,7.9962221473653e-07,-6.054571107862615,-6.097115149016807
G0048,1.263157894736842,3.490930926560184e-07,4.0155213595387065e-07,-6.457058744285374,-6.396258059632838
G0048,2.026315789473684,2.1761647334401145e-07,2.791204343272997e-07,-6.662308232082268,-6.5542083677724605
G0048,2.7894736842105265,1.58079891014046e-07,1.814454977655805e-07,-6.8011233721745565,-6.741253803544014
G0048,3.5526315789473686,1.2412198849991764e-07,1.26063051916642e-07,-6.906151275404793,-6.899412183054345
G0048,4.315789473684211,1.0217358809444441e-07,1.256404018805422e-07,-6.990661354957484,-6.900870683112257
G0048,5.078947368421053,8.682108003880249e-08,1.0686779708114219e-07,-7.06137481591756,-6.971153142844651
G0048,5.842105263157895,7.547958760130126e-08,8.744267041585149e-08,-7.122170481360425,-7.058276587916088
G0048,6.605263157894737,6.675883843621068e-08,7.052470125670324e-08,-7.1754912283908245,-7.151658744844204
G0048,7.36842105263158,5.984453016960313e-08,6.606445355370282e-08,-7.222975538252006,-7.180032152887964
G0048,8.131578947368421,5.4228053228119354e-08,6.254764845517472e-08,-7.265775986334621,-7.203789013422824
G0048,8.894736842105264,4.9575350436357637e-08,5.3964200575272554e-08,-7.304734207187441,-7.267894252186594
G0048,9.657894736842106,4.565795217299421e-08,4.441871402524959e-08,-7.340483571161876,-7.352434018948787
G0048,10.421052631578949,4.231431426133556e-08,4.657355157162432e-08,-7.373512692835298,-7.331860642695434
G0048,11.18421052631579,3.9426984582326775e-08,4.664758553848228e-08,-7.404206436960098,-7.331170830255116
G0048,11.947368421052632,3.6908520809446875e-08,4.173905358062578e-08,-7.43287335976689,-7.379457402644108
G0048,12.710526315789474,3.4692481257740944e-08,4.098909394806009e-08,-7.459764637661299,-7.387331681529968
G0048,13.473684210526317,3.272747743650172e-08,3.9287955916505474e-08,-7.485087467885617,-7.405740566181206
G0048,14.23684210526316,3.0973139459314015e-08,4.0252859452804346e-08,-7.509014772016355,-7.395203263110659
G0048,15.0,2.9397313065769963e-08,4.313446966157558e-08,-7.531692362582278,-7.365175537245138
G0049,0.5,9.072970933063974e-07,1.160603596933314e-06,-6.042250480462977,-5.935316087807444
G0049,1.263157894736842,3.591384327671156e-07,3.696126871756209e-07,-6.444738116885735,-6.432253129779324
G0049,2.026315789473684,2.2387850354313705e-07,2.004125245610305e-07,-6.64998760468263,-6.6980751411991175
G0049,2.7894736842105265,1.626287242719014e-07,1.917813387939246e-07,-6.788802744774919,-6.717193653959474
G0049,3.5526315789473686,1.2769366498386334e-07,1.5310361376875897e-07,-6.893830648005154,-6.815014558346098
G0049,4.315789473684211,1.051136876391558e-07,1.1101865392229649e-07,-6.978340727557846,-6.954604042700995
G0049,5.078947368421053,8.93194029679873e-08,1.0924501826715218e-07,-7.049054188517922,-6.961598358370498
G0049,5.842105263157895,7.76515530307277e-08,8.548859816866296e-08,-7.109849853960786,-7.0680918043669445
G0049,6.605263157894737,6.86798596526755e-08,8.508728301674467e-08,-7.163170600991186,-7.070135343891392
G0049,7.36842105263158,6.156658847436267e-08,7.092722250603263e-08,-7.210654910852368,-7.149187046692023
G0049,8.131578947368421,5.5788494410425727e-08,6.908093225035349e-08,-7.253455358934983,-7.160641810241053
G0049,8.894736842105264,5.100190761189807e-08,5.0593791059617765e-08,-7.292413579787802,-7.295902777112757
G0049,9.657894736842106,4.697178412212957e-08,5.3493879257400985e-08,-7.328162943762237,-7.27169590689102
G0049,10.421052631578949,4.3531931244498856e-08,5.1056571497462944e-08,-7.36119206543566,-7.291948351884397
G0049,11.18421052631579,4.056151711252129e-08,4.1652296514133305e-08,-7.39188580956046,-7.380361048616852
G0049,11.947368421052632,3.797058320004746e-08,5.4112298287071216e-08,-7.420552732367252,-7.266704020083387
G0049,12.710526315789474,3.5690775927166773e-08,4.0222438663648576e-08,-7.44744401026166,-7.39553160191285
G0049,13.473684210526317,3.3669228071917096e-08,4.5847413388423895e-08,-7.472766840485979,-7.338685161255078
G0049,14.23684210526316,3.186440808284944e-08,3.5455614856416576e-08,-7.496694144616717,-7.4503149788712095
G0049,15.0,3.0243236443546583e-08,3.5180671836566625e-08,-7.51937173518264,-7.453695871185333
G0050,0.5,9.330352720680544e-07,1.2461519079012786e-06,-6.030101938059533,-5.9044290132610975
G0050,1.263157894736842,3.693264618602716e-07,4.531346144004553e-07,-6.432589574482291,-6.343772761327927
G0050,2.026315789473684,2.302294827180914e-07,2.793720547011312e-07,-6.637839062279186,-6.553817038078938
G0050,2.7894736842105265,1.6724217140842488e-07,2.044280385096441e-07,-6.776654202371474,-6.689459538405674
G0050,3.5526315789473686,1.3131607532809656e-07,1.3570121267356397e-07,-6.88168210560171,-6.867416271315326
G0050,4.315789473684211,1.0809554981276241e-07,1.2372110526823954e-07,-6.9661921851544015,-6.907556208861606
G0050,5.078947368421053,9.185321331239917e-08,9.914056378297297e-08,-7.036905646114477,-7.003748615719974
G0050,5.842105263157895,7.985437013195062e-08,9.695076042838393e-08,-7.097701311557342,-7.013448780205122
G0050,6.605263157894737,7.062816800515155e-08,7.956941244800846e-08,-7.151022058587742,-7.099253848820029
G0050,7.36842105263158,6.331310774747514e-08,7.504107725091693e-08,-7.198506368448923,-7.124700940077143
G0050,8.131578947368421,5.73711008714985e-08,6.77720947653688e-08,-7.241306816531538,-7.168949090559167
G0050,8.894736842105264,5.2448728311517855e-08,6.221211718108633e-08,-7.280265037384359,-7.206125018647411
G0050,9.657894736842106,4.830427839044424e-08,5.7305491315506085e-08,-7.316014401358793,-7.241803759642477
G0050,10.421052631578949,4.47668438618511e-08,4.987382430659544e-08,-7.349043523032217,-7.302127328962864
G0050,11.18421052631579,4.1712165104218914e-08,4.45613851203488e-08,-7.379737267157015,-7.351041318265767
G0050,11.947368421052632,3.90477316504252e-08,4.3448430217010295e-08,-7.408404189963807,-7.362025909903595
G0050,12.710526315789474,3.6703250868101523e-08,4.8501819232689385e-08,-7.435295467858216,-7.314241971337928
G0050,13.473684210526317,3.4624355799400457e-08,4.2776201298316414e-08,-7.460618298082535,-7.368797785178935
G0050,14.23684210526316,3.2768336726974193e-08,4.133325948959493e-08,-7.484545602213274,-7.383700345443477
G0050,15.0,3.110117573560182e-08,4.2310866221486726e-08,-7.507223192779195,-7.373548083357884
G0051,0.5,9.59132902170267e-07,1.011126056120215e-06,-6.018121210681158,-5.995194697955245
G0051,1.263157894736842,3.7965677377573066e-07,4.75314945095948e-07,-6.420608847103916,-6.323018530181024
G0051,2.026315789473684,2.3666915767837757e-07,2.522731624054995e-07,-6.625858334900811,-6.598128948607066
G0051,2.7894736842105265,1.7192004850221765e-07,1.9788137331427765e-07,-6.764673474993099,-6.703595084255182
G0051,3.5526315789473686,1.3498907512025978e-07,1.6857739453905726e-07,-6.869701378223335,-6.773200662719313
G0051,4.315789473684211,1.1111905573923826e-07,1.5450186370323414e-07,-6.954211457776027,-6.811066277461485
G0051,5.078947368421053,9.44224100582128e-08,1.037874915561417e-07,-7.024924918736103,-6.983854984401669
G0051,5.842105263157895,8.208795108664446e-08,9.679962649227232e-08,-7.085720584178968,-7.014126318442206
G0051,6.605263157894737,7.260368582165367e-08,9.671559742676049e-08,-7.139041331209367,-7.0145034811379965
G0051,7.36842105263158,6.508401836155383e-08,6.636776790136985e-08,-7.186525641070548,-7.178042788421228
G0051,8.131578947368421,5.8975809518560095e-08,7.277473032931042e-08,-7.229326089153163,-7.138019395187803
G0051,8.894736842105264,5.3915754855725066e-08,6.222201717170448e-08,-7.268284310005984,-7.206055913633296
G0051,9.657894736842106,4.9655381856226354e-08,5.4016458868031416e-08,-7.304033673980419,-7.267473890057529
G0051,10.421052631578949,4.601900288190675e-08,5.559081895230288e-08,-7.337062795653841,-7.254996927978956
G0051,11.18421052631579,4.2878882685258997e-08,5.412836850947128e-08,-7.36775653977864,-7.266575062840807
G0051,11.947368421052632,4.0139923218579445e-08,4.352651151973336e-08,-7.396423462585433,-7.361246138458044
G0051,12.710526315789474,3.772986571684279e-08,4.66395331380766e-08,-7.423314740479841,-7.33124580551688
G0051,13.473684210526317,3.559282254147474e-08,4.3110230800768015e-08,-7.44863757070416,-7.365419652042154
G0051,14.23684210526316,3.3684889355332844e-08,3.5275878991180536e-08,-7.472564874834898,-7.452522155851056
G0051,15.0,3.1971096739008896e-08,4.420288769865888e-08,-7.49524246540082,-7.354549358012275
G0052,0.5,9.85590499584234e-07,1.3046880079888707e-06,-6.006303491460117,-5.884493329404835
G0052,1.263157894736842,3.901295727520926e-07,4.253604182589163e-07,-6.408791127882876,-6.371242925649844
G0052,2.026315789473684,2.431976557415642e-07,2.727860892384821e-07,-6.61404061567977,-6.564177780353549
G0052,2.7894736842105265,1.766624480386834e-07,2.268354235425211e-07,-6.7528557557720585,-6.644289123289932
G0052,3.5526315789473686,1.387127369785218e-07,1.5705409492085658e-07,-6.857883659002295,-6.803950735621114
G0052,4.315789473684211,1.141842651957344e-07,1.1207594769686037e-07,-6.942393738554986,-6.950487580119749
G0052,5.078947368421053,9.702704400052041e-08,1.279416311094221e-07,-7.013107199515062,-6.892988116825382
G0052,5.842105263157895,8.43523400545065e-08,1.0050772114197448e-07,-7.073902864957927,-6.997800573859914
G0052,6.605263157894737,7.460645215976272e-08,1.0656246402733141e-07,-7.127223611988327,-6.972395745933711
G0052,7.36842105263158,6.687935532893016e-08,8.248986131398486e-08,-7.174707921849508,-7.08359942655277
G0052,8.131578947368421,6.060265207799496e-08,7.353057729362896e-08,-7.217508369932123,-7.133532024338972
G0052,8.894736842105264,5.540301624881788e-08,8.627752104819736e-08,-7.256466590784943,-7.064102341670503
G0052,9.657894736842106,5.1025121231881315e-08,5.970472301333237e-08,-7.292215954759378,-7.223991312128661
G0052,10.421052631578949,4.7288433060859696e-08,5.106497228796384e-08,-7.3252450764328,-7.291876899439963
G0052,11.18421052631579,4.406169292258928e-08,5.366356495001139e-08,-7.3559388205576,-7.270320479880793
G0052,11.947368421052632,4.124717949801859e-08,5.483916026042758e-08,-7.384605743364392,-7.260909204084107
G0052,12.710526315789474,3.8770640770394294e-08,4.0934519640697546e-08,-7.411497021258801,-7.387910301612969
G0052,13.473684210526317,3.657464744550867e-08,3.967637166383589e-08,-7.436819851483119,-7.401468050187792
G0052,14.23684210526316,3.4614084088910244e-08,4.3081519504946526e-08,-7.460747155613857,-7.36570898733841
G0052,15.0,3.285301665280779e-08,2.7605274204981496e-08,-7.48342474617978,-7.5590079346271235
G0053,0.5,1.012408022594445e-06,1.077151071332895e-06,-5.994644422033447,-5.967723382268272
G0053,1.263157894736842,4.0074484227696793e-07,5.157830184741918e-07,-6.397132058456204,-6.287532960577991
G0053,2.026315789473684,2.4981496661421377e-07,2.802053535672745e-07,-6.602381546253099,-6.552523571396729
G0053,2.7894736842105265,1.8146936254051378e-07,1.823261357027038e-07,-6.741196686345387,-6.7391510725523975
G0053,3.5526315789473686,1.424870550318108e-07,2.0386285038656854e-07,-6.846224589575623,-6.690661907826834
G0053,4.315789473684211,1.172911733493565e-07,1.206313351619367e-07,-6.930734669128315,-6.918539865327948
G0053,5.078947368421053,9.966711103261379e-08,1.1252285050951429e-07,-7.001448130088391,-6.948759274508329
G0053,5.842105263157895,8.664753346529036e-08,9.934292907324757e-08,-7.062243795531256,-7.002863039210989
G0053,6.605263157894737,7.66364638617309e-08,9.19940858126868e-08,-7.115564542561655,-7.036240092018316
G0053,7.36842105263158,6.86991158189088e-08,7.879064747088999e-08,-7.163048852422836,-7.103525330642955
G0053,8.131578947368421,6.225162598477171e-08,7.351032020539822e-08,-7.205849300505452,-7.133651685492343
G0053,8.894736842105264,5.69105101458416e-08,6.814074455128173e-08,-7.244807521358272,-7.166593125350669
G0053,9.657894736842106,5.241349435775057e-08,6.185739761442667e-08,-7.280556885332706,-7.208608355032292
G0053,10.421052631578949,4.857513239720823e-08,5.836821716006418e-08,-7.31358600700613,-7.2338235718837955
G0053,11.18421052631579,4.526059395128108e-08,4.182597208916622e-08,-7.344279751130928,-7.378553956688226
G0053,11.947368421052632,4.2369498742939335e-08,5.2689172839329545e-08,-7.372946673937721,-7.278278619307921
G0053,12.710526315789474,3.982557438777321e-08,4.0986498730554635e-08,-7.399837951832129,-7.387359179681686
